@relation Records-weka.filters.unsupervised.attribute.StringToNominal-R1-1

@attribute TypeOfBet {'MATCH ODDS','OVER / UNDER','ASIAN HANDICAP'}
@attribute Odds numeric
@attribute Liquidity numeric

@data
'OVER / UNDER',2.07,1767.75147
'ASIAN HANDICAP',1.69,1975.415187
'ASIAN HANDICAP',1.93,2029.756529
'OVER / UNDER',1.91,241.763191
'MATCH ODDS',2.4,219.694724
'MATCH ODDS',1.9,1772.666024
'OVER / UNDER',1.78,1768.925555
'MATCH ODDS',3.01,1715.281486
'MATCH ODDS',1.95,1773.342993
'ASIAN HANDICAP',1.82,2000.940034
'MATCH ODDS',2.2,1755.94202
'MATCH ODDS',3,1715.427547
'ASIAN HANDICAP',1.85,1998.232235
'MATCH ODDS',2.2,1755.94202
'MATCH ODDS',3,1715.427547
'ASIAN HANDICAP',1.74,410.937378
'ASIAN HANDICAP',2.68,392.68608
'OVER / UNDER',2.05,411.102652
'ASIAN HANDICAP',1.96,425.252763
'MATCH ODDS',3.08,347.377643
'MATCH ODDS',3.08,347.377643
'MATCH ODDS',3.25,347.377643
'OVER / UNDER',1.82,1771.869012
'OVER / UNDER',1.81,1769.122395
'OVER / UNDER',3,1756.867964
'MATCH ODDS',3.35,1715.260137
'MATCH ODDS',2.06,1744.659489
'MATCH ODDS',2.25,1753.609423
'MATCH ODDS',3.53,1715.13114
'MATCH ODDS',3.22,1715.279787
'MATCH ODDS',3.4,1715.260137
'ASIAN HANDICAP',2.02,2064.14544
'MATCH ODDS',2,1769.94531
'ASIAN HANDICAP',1.88,2060.100135
'ASIAN HANDICAP',2.15,1940.950141
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.2,1738.539212
'ASIAN HANDICAP',2.11,1983.050444
'ASIAN HANDICAP',2.14,207.67219
'MATCH ODDS',1.91,1774.286217
'ASIAN HANDICAP',1.84,2082.023213
'MATCH ODDS',3.3,1738.538178
'MATCH ODDS',2.02,436.738858
'ASIAN HANDICAP',2.17,1948.708788
'ASIAN HANDICAP',1.87,1953.427537
'MATCH ODDS',1.8,436.738858
'MATCH ODDS',2.19,1757.586358
'MATCH ODDS',2.06,1771.100074
'MATCH ODDS',2.62,1740.824578
'ASIAN HANDICAP',1.87,2062.618548
'ASIAN HANDICAP',1.83,2078.85119
'MATCH ODDS',2.11,386.966519
'MATCH ODDS',3.4,347.377643
'MATCH ODDS',3.93,1712.731929
'MATCH ODDS',2.4,1751.695256
'MATCH ODDS',3.14,1715.279787
'MATCH ODDS',3.25,1738.538178
'MATCH ODDS',3.3,1715.260137
'ASIAN HANDICAP',1.93,2029.756529
'MATCH ODDS',1.8,1769.143328
'ASIAN HANDICAP',1.61,1966.829315
'ASIAN HANDICAP',2.03,1984.038524
'OVER / UNDER',1.68,1495.323285
'OVER / UNDER',1.75,1460.286627
'MATCH ODDS',3.57,1715.13114
'MATCH ODDS',3.2,1715.279787
'OVER / UNDER',1.93,1771.599078
'OVER / UNDER',1.75,447.48341
'MATCH ODDS',3,677.672468
'MATCH ODDS',1.74,219.694724
'MATCH ODDS',1.74,219.694724
'MATCH ODDS',1.89,1769.428789
'MATCH ODDS',3.47,297.471509
'OVER / UNDER',1.85,1771.690616
'OVER / UNDER',1.99,1766.786719
'ASIAN HANDICAP',1.85,1967.892506
'MATCH ODDS',2.13,2017.209943
'MATCH ODDS',1.83,1770.783127
'MATCH ODDS',3.3,1514.987626
'MATCH ODDS',3.28,1715.260137
'OVER / UNDER',1.97,241.763191
'MATCH ODDS',1.7,1766.022708
'OVER / UNDER',1.9,1772.071806
'ASIAN HANDICAP',2.72,1914.577151
'MATCH ODDS',2.6,210.02033
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',3.3,1715.260137
'ASIAN HANDICAP',2.12,1995.532921
'MATCH ODDS',3.15,1715.279787
'MATCH ODDS',3,1715.427547
'ASIAN HANDICAP',1.9,2083.554266
'ASIAN HANDICAP',1.9,2028.933036
'ASIAN HANDICAP',1.95,1593.703026
'MATCH ODDS',3.34,1715.260137
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',2.08,1771.096742
'MATCH ODDS',2.13,1766.009019
'MATCH ODDS',2.09,1770.797081
'MATCH ODDS',2.07,1769.446621
'OVER / UNDER',1.79,1768.690222
'MATCH ODDS',1.7,1766.022708
'OVER / UNDER',1.8,1769.126934
'OVER / UNDER',1.55,1737.284103
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.32,1715.260137
'MATCH ODDS',3.04,1715.281486
'OVER / UNDER',2.06,1767.760585
'ASIAN HANDICAP',1.84,1994.60199
'MATCH ODDS',1.75,1770.643224
'MATCH ODDS',2.5,1751.668664
'MATCH ODDS',2.7,1740.823425
'MATCH ODDS',2.45,1751.695256
'MATCH ODDS',2.5,1751.668664
'OVER / UNDER',1.83,1765.30968
'MATCH ODDS',1.73,1765.4908
'OVER / UNDER',2.14,1764.31561
'ASIAN HANDICAP',2.06,2004.551279
'MATCH ODDS',1.73,1765.4908
'MATCH ODDS',2.11,1769.969076
'MATCH ODDS',3.08,1715.279787
'MATCH ODDS',3.05,1715.281486
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',1.83,1769.138789
'MATCH ODDS',1.8,1769.143328
'ASIAN HANDICAP',1.98,2025.449242
'ASIAN HANDICAP',2.17,1991.752611
'MATCH ODDS',3.29,1715.260137
'ASIAN HANDICAP',2,2062.527977
'ASIAN HANDICAP',1.72,1981.231298
'MATCH ODDS',3.51,1715.13114
'ASIAN HANDICAP',2,2023.75344
'ASIAN HANDICAP',1.8,2000.944573
'ASIAN HANDICAP',2.05,2064.601875
'ASIAN HANDICAP',1.77,2016.54531
'MATCH ODDS',1.88,1769.428789
'MATCH ODDS',2.7,1742.528098
'ASIAN HANDICAP',1.94,1961.773126
'OVER / UNDER',2.02,1766.774889
'OVER / UNDER',1.8,1769.126934
'OVER / UNDER',1.85,1771.690616
'ASIAN HANDICAP',1.94,2070.594423
'ASIAN HANDICAP',1.97,2081.412592
'MATCH ODDS',2.05,1771.500188
'ASIAN HANDICAP',1.75,1986.918084
'OVER / UNDER',1.73,1766.707978
'ASIAN HANDICAP',2.08,2061.235152
'ASIAN HANDICAP',1.83,2021.526356
'ASIAN HANDICAP',1.96,2080.707294
'ASIAN HANDICAP',2.39,2044.887322
'ASIAN HANDICAP',1.77,1936.580709
'MATCH ODDS',1.8,1769.143328
'ASIAN HANDICAP',1.93,2081.25821
'MATCH ODDS',1.75,1770.643224
'OVER / UNDER',1.8,1769.126934
'OVER / UNDER',1.55,1737.284103
'OVER / UNDER',1.7,1767.418542
'MATCH ODDS',7.5,1735.628795
'OVER / UNDER',5,1733.120297
'MATCH ODDS',2.4,1751.695256
'MATCH ODDS',1.8,1769.143328
'MATCH ODDS',2.05,1771.500188
'OVER / UNDER',2.55,1760.705555
'ASIAN HANDICAP',1.96,2080.707294
'MATCH ODDS',1.8,1770.787666
'ASIAN HANDICAP',2.06,1997.373451
'MATCH ODDS',2.05,1771.500188
'MATCH ODDS',1.77,1770.643224
'MATCH ODDS',1.76,1768.998886
'MATCH ODDS',1.91,1774.286217
'MATCH ODDS',2.4,1751.695256
'MATCH ODDS',3.21,1715.279787
'ASIAN HANDICAP',1.81,1936.644488
'OVER / UNDER',1.98,1768.432196
'MATCH ODDS',2.05,1769.85585
'OVER / UNDER',4.5,1754.33094
'MATCH ODDS',3.36,210.02033
'OVER / UNDER',3.25,1667.215816
'MATCH ODDS',2.32,1753.098188
'MATCH ODDS',3.4,210.02033
'ASIAN HANDICAP',2.09,1983.830183
'OVER / UNDER',1.72,1766.707978
'ASIAN HANDICAP',2,2000.820644
'ASIAN HANDICAP',1.9,2002.342524
'MATCH ODDS',2.05,1745.093406
'OVER / UNDER',3,1401.400758
'ASIAN HANDICAP',1.8,1237.262791
'MATCH ODDS',2.1,1744.022408
'MATCH ODDS',1.83,1442.585046
'MATCH ODDS',1.88,1442.585046
'OVER / UNDER',3.4,1401.400758
'ASIAN HANDICAP',1.98,1323.028374
'OVER / UNDER',1.91,1771.849067
'ASIAN HANDICAP',1.8,2023.082117
'MATCH ODDS',3,677.672468
'MATCH ODDS',2.92,1715.400731
'MATCH ODDS',3.17,1715.279787
'MATCH ODDS',1.68,1761.908738
'OVER / UNDER',1.75,447.48341
'MATCH ODDS',1.62,1754.8877
'MATCH ODDS',2.08,1771.096742
'MATCH ODDS',3.5,1715.13114
'MATCH ODDS',3.44,1715.13114
'OVER / UNDER',1.93,1755.120945
'MATCH ODDS',3.5,1715.13114
'ASIAN HANDICAP',2.04,2063.454589
'MATCH ODDS',3.15,1715.279787
'MATCH ODDS',3.07,1715.281486
'MATCH ODDS',2.5,1753.373338
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.06,1715.281486
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.14,1715.279787
'MATCH ODDS',3.1,1715.279787
'ASIAN HANDICAP',1.71,1991.976189
'MATCH ODDS',1.79,1768.79497
'MATCH ODDS',1.75,1768.998886
'MATCH ODDS',1.75,1768.998886
'MATCH ODDS',2.05,1745.093406
'MATCH ODDS',3.57,1715.13114
'ASIAN HANDICAP',2.06,1981.988984
'ASIAN HANDICAP',1.84,1992.421663
'ASIAN HANDICAP',1.91,2080.998105
'ASIAN HANDICAP',2.14,2066.900977
'MATCH ODDS',15,1735.628795
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',2.26,1755.223484
'ASIAN HANDICAP',1.8,207.67219
'OVER / UNDER',2.2,1653.621396
'ASIAN HANDICAP',1.99,2397.006735
'OVER / UNDER',1.8,1653.621396
'ASIAN HANDICAP',1.82,2428.850645
'MATCH ODDS',2.28,2017.209943
'ASIAN HANDICAP',1.89,1979.414584
'MATCH ODDS',3.5,1715.13114
'MATCH ODDS',3.5,219.694724
'OVER / UNDER',1.98,241.763191
'MATCH ODDS',2.1,219.694724
'MATCH ODDS',3.6,219.694724
'MATCH ODDS',1.9,1774.310362
'MATCH ODDS',3.21,347.377643
'MATCH ODDS',3.12,1715.279787
'MATCH ODDS',2.06,1771.100074
'MATCH ODDS',1.95,1774.987331
'MATCH ODDS',1.95,1774.987331
'MATCH ODDS',1.83,1770.783127
'MATCH ODDS',1.7,1766.022708
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3.15,1715.279787
'OVER / UNDER',2.12,1766.540211
'MATCH ODDS',1.72,1765.535225
'MATCH ODDS',2.2,1730.59057
'MATCH ODDS',2.49,1753.360257
'ASIAN HANDICAP',1.94,2029.710691
'MATCH ODDS',3.05,1715.281486
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3,1715.427547
'ASIAN HANDICAP',1.72,1962.159681
'ASIAN HANDICAP',1.8,1962.162285
'ASIAN HANDICAP',1.95,1988.948959
'ASIAN HANDICAP',2.17,207.67219
'MATCH ODDS',3.4,210.02033
'MATCH ODDS',3.47,210.02033
'MATCH ODDS',3.4,219.694724
'OVER / UNDER',1.91,207.67219
'ASIAN HANDICAP',1.78,241.763191
'ASIAN HANDICAP',1.87,2074.823729
'MATCH ODDS',2.6,1742.529252
'MATCH ODDS',2.9,219.694724
'MATCH ODDS',3.2,219.694724
'MATCH ODDS',3.17,1715.279787
'MATCH ODDS',3.3,210.02033
'MATCH ODDS',1.72,1765.535225
'MATCH ODDS',1.64,1763.774054
'MATCH ODDS',3.42,423.464498
'OVER / UNDER',1.76,1790.483725
'OVER / UNDER',1.85,241.763191
'MATCH ODDS',3.2,219.694724
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3,1715.427547
'ASIAN HANDICAP',1.97,2081.109371
'MATCH ODDS',3.35,297.471509
'ASIAN HANDICAP',2.18,2048.674996
'ASIAN HANDICAP',1.97,2069.600275
'ASIAN HANDICAP',2.03,2063.454589
'ASIAN HANDICAP',1.96,2001.44713
'ASIAN HANDICAP',2,1953.759189
'ASIAN HANDICAP',1.8,2062.587496
'ASIAN HANDICAP',1.72,1981.231298
'OVER / UNDER',1.79,1768.690222
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.11,1715.279787
'ASIAN HANDICAP',1.85,1979.668917
'MATCH ODDS',3.28,1715.260137
'MATCH ODDS',3.19,1715.279787
'MATCH ODDS',3.13,1192.693617
'MATCH ODDS',1.7,1764.37837
'MATCH ODDS',3,1715.427547
'MATCH ODDS',2.75,1738.728526
'ASIAN HANDICAP',1.93,1961.178786
'ASIAN HANDICAP',1.93,1961.178786
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',2.2,1730.59057
'ASIAN HANDICAP',2,1958.164703
'MATCH ODDS',2.8,1738.690395
'ASIAN HANDICAP',1.87,1400.441557
'MATCH ODDS',2.25,1340.078869
'MATCH ODDS',3.29,1715.260137
'MATCH ODDS',3.24,1715.279787
'MATCH ODDS',2.1,1744.022408
'OVER / UNDER',1.72,1766.707978
'MATCH ODDS',3.39,1715.260137
'MATCH ODDS',2.7,1740.823425
'ASIAN HANDICAP',1.83,1992.595293
'MATCH ODDS',1.85,1770.619829
'MATCH ODDS',2.15,1767.648998
'MATCH ODDS',1.73,1765.4908
'ASIAN HANDICAP',1.84,2000.766404
'OVER / UNDER',1.9,1794.382289
'ASIAN HANDICAP',1.78,1968.007124
'MATCH ODDS',1.93,1774.118741
'MATCH ODDS',1.75,1770.643224
'ASIAN HANDICAP',1.75,2076.121796
'ASIAN HANDICAP',1.99,2024.793038
'MATCH ODDS',3.88,1712.721979
'ASIAN HANDICAP',2.05,1969.446313
'MATCH ODDS',3.22,423.464498
'MATCH ODDS',3.57,1715.13114
'MATCH ODDS',3.51,1715.13114
'MATCH ODDS',3.52,1715.13114
'OVER / UNDER',1.9,1755.33351
'OVER / UNDER',2.02,429.760849
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.62,1514.987626
'ASIAN HANDICAP',2.1,1611.169906
'MATCH ODDS',3.75,1712.721979
'MATCH ODDS',3.88,257.104679
'OVER / UNDER',1.96,1771.858218
'MATCH ODDS',1.91,1772.641879
'MATCH ODDS',2.1,1744.022408
'MATCH ODDS',2.05,1745.093406
'MATCH ODDS',3.19,1715.279787
'ASIAN HANDICAP',1.85,257.104679
'ASIAN HANDICAP',2.11,257.104679
'MATCH ODDS',1.8,1769.143328
'MATCH ODDS',2.05,1745.093406
'MATCH ODDS',1.81,1769.138789
'MATCH ODDS',3.05,1715.281486
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.4,219.694724
'MATCH ODDS',1.6,1741.377124
'ASIAN HANDICAP',1.92,2029.756529
'ASIAN HANDICAP',2.3,2044.532903
'MATCH ODDS',2.1,1770.462993
'MATCH ODDS',1.6,1741.377124
'OVER / UNDER',1.87,1807.638748
'ASIAN HANDICAP',1.74,452.358199
'ASIAN HANDICAP',2.09,428.065718
'MATCH ODDS',1.83,414.16655
'MATCH ODDS',2.07,1771.090959
'OVER / UNDER',1.81,430.515248
'MATCH ODDS',1.95,1774.987331
'MATCH ODDS',2,1769.94531
'ASIAN HANDICAP',1.76,1936.580709
'ASIAN HANDICAP',1.6,1932.50219
'MATCH ODDS',3.1,1715.279787
'OVER / UNDER',1.82,241.763191
'ASIAN HANDICAP',1.9,1961.367365
'OVER / UNDER',1.83,241.763191
'MATCH ODDS',3.53,1715.13114
'MATCH ODDS',3.1,1715.279787
'OVER / UNDER',3.75,1754.695514
'ASIAN HANDICAP',2.04,2063.454589
'MATCH ODDS',1.63,1756.532038
'MATCH ODDS',2.38,1751.695256
'MATCH ODDS',1.86,1770.687528
'MATCH ODDS',2.8,1715.402929
'MATCH ODDS',3.75,1712.721979
'MATCH ODDS',1.83,1770.783127
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',2.95,1715.400731
'MATCH ODDS',3.1,1715.279787
'OVER / UNDER',1.97,1645.495491
'MATCH ODDS',1.66,1763.694791
'MATCH ODDS',4.33,1735.656987
'MATCH ODDS',2.94,1715.400731
'MATCH ODDS',3.12,1715.279787
'MATCH ODDS',3.16,1715.279787
'ASIAN HANDICAP',1.68,1966.291014
'OVER / UNDER',1.78,1752.187259
'MATCH ODDS',2.05,1771.500188
'OVER / UNDER',2.37,1748.375128
'MATCH ODDS',3.8,1737.704693
'OVER / UNDER',2.03,1788.903786
'MATCH ODDS',2.3,1753.101293
'ASIAN HANDICAP',1.5,1878.817501
'MATCH ODDS',2.94,1715.400731
'ASIAN HANDICAP',1.83,1451.624936
'ASIAN HANDICAP',1.99,1424.332891
'MATCH ODDS',3.18,1192.693617
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.18,1715.279787
'MATCH ODDS',1.95,1748.824162
'MATCH ODDS',2.05,1745.093406
'MATCH ODDS',2.15,1338.856639
'MATCH ODDS',3.15,1192.693617
'OVER / UNDER',1.93,1793.481081
'ASIAN HANDICAP',2.08,207.67219
'MATCH ODDS',3.2,219.694724
'MATCH ODDS',2.24,1755.254913
'MATCH ODDS',3.24,1715.279787
'MATCH ODDS',2.25,219.694724
'MATCH ODDS',3.27,297.471509
'MATCH ODDS',3.11,347.377643
'MATCH ODDS',1.83,1770.783127
'MATCH ODDS',3.1,347.377643
'ASIAN HANDICAP',1.85,1947.38678
'OVER / UNDER',1.98,1768.432196
'MATCH ODDS',3.34,1715.260137
'MATCH ODDS',3.4,1715.260137
'ASIAN HANDICAP',2,257.104679
'MATCH ODDS',2.45,1751.695256
'OVER / UNDER',1.97,1771.858218
'MATCH ODDS',3.05,1715.281486
'ASIAN HANDICAP',1.8,2062.587496
'MATCH ODDS',2.05,1771.500188
'OVER / UNDER',1.92,1755.120945
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',2.05,1745.093406
'MATCH ODDS',3.22,1715.279787
'MATCH ODDS',3.3,1192.693617
'MATCH ODDS',3.12,1192.693617
'MATCH ODDS',1.91,748.984773
'ASIAN HANDICAP',3,748.984773
'ASIAN HANDICAP',1.93,748.984773
'ASIAN HANDICAP',1.98,748.984773
'MATCH ODDS',3.14,1715.279787
'OVER / UNDER',1.97,1645.495491
'OVER / UNDER',2.11,1641.37421
'MATCH ODDS',3.14,1715.279787
'MATCH ODDS',3.1,1715.279787
'ASIAN HANDICAP',1.99,748.984773
'ASIAN HANDICAP',2.1,748.984773
'OVER / UNDER',1.93,748.984773
'OVER / UNDER',1.9,748.984773
'ASIAN HANDICAP',2.29,748.984773
'MATCH ODDS',1.88,210.02033
'ASIAN HANDICAP',1.76,210.02033
'ASIAN HANDICAP',1.75,748.984773
'MATCH ODDS',1.91,748.984773
'ASIAN HANDICAP',1.73,748.984773
'ASIAN HANDICAP',1.94,748.984773
'MATCH ODDS',2.11,748.984773
'MATCH ODDS',1.84,748.984773
'OVER / UNDER',1.79,748.984773
'OVER / UNDER',1.7,748.984773
'MATCH ODDS',1.54,748.984773
'MATCH ODDS',3.4,210.02033
'MATCH ODDS',3.33,210.02033
'MATCH ODDS',3.35,210.02033
'MATCH ODDS',3.37,210.02033
'MATCH ODDS',3.29,210.02033
'ASIAN HANDICAP',1.77,210.02033
'MATCH ODDS',2.05,210.02033
'MATCH ODDS',2.2,210.02033
'ASIAN HANDICAP',1.72,748.984773
'OVER / UNDER',1.44,210.02033
'ASIAN HANDICAP',2.19,748.984773
'OVER / UNDER',1.5,748.984773
'OVER / UNDER',2.25,748.984773
'MATCH ODDS',3.6,748.984773
'ASIAN HANDICAP',2,748.984773
'MATCH ODDS',3.98,748.984773
'OVER / UNDER',1.8,1769.126934
'MATCH ODDS',3.6,1715.13114
'ASIAN HANDICAP',2.05,423.807434
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.34,1715.260137
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.24,1715.279787
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',2.01,1769.94531
'MATCH ODDS',1.78,748.984773
'OVER / UNDER',1.88,748.984773
'ASIAN HANDICAP',1.88,748.984773
'MATCH ODDS',3.51,748.984773
'OVER / UNDER',2.4,748.984773
'ASIAN HANDICAP',1.93,748.984773
'ASIAN HANDICAP',1.74,748.984773
'OVER / UNDER',1.95,748.984773
'ASIAN HANDICAP',1.92,748.984773
'ASIAN HANDICAP',2,748.984773
'MATCH ODDS',1.75,748.984773
'MATCH ODDS',2.39,748.984773
'ASIAN HANDICAP',1.93,748.984773
'ASIAN HANDICAP',2.16,748.984773
'MATCH ODDS',1.73,748.984773
'MATCH ODDS',1.76,748.984773
'OVER / UNDER',1.7,748.984773
'OVER / UNDER',1.52,748.984773
'OVER / UNDER',1.7,748.984773
'OVER / UNDER',1.88,748.984773
'MATCH ODDS',5.55,748.984773
'MATCH ODDS',2.1,748.984773
'MATCH ODDS',1.85,748.984773
'ASIAN HANDICAP',1.78,748.984773
'ASIAN HANDICAP',1.7,748.984773
'ASIAN HANDICAP',2.38,748.984773
'OVER / UNDER',2.4,748.984773
'ASIAN HANDICAP',1.93,748.984773
'MATCH ODDS',3.59,748.984773
'ASIAN HANDICAP',2.05,748.984773
'OVER / UNDER',1.99,1639.493417
'MATCH ODDS',1.91,1747.892351
'OVER / UNDER',1.81,1769.122395
'OVER / UNDER',1.72,416.984432
'MATCH ODDS',3.1,219.694724
'ASIAN HANDICAP',2.02,1301.368486
'MATCH ODDS',3.3,1155.181998
'ASIAN HANDICAP',1.88,1236.083087
'OVER / UNDER',2.05,1260.554986
'ASIAN HANDICAP',1.67,1277.416434
'MATCH ODDS',2.5,1159.541531
'MATCH ODDS',3.3,1155.181998
'MATCH ODDS',3.74,1712.721979
'ASIAN HANDICAP',1.91,1277.416434
'ASIAN HANDICAP',2.18,1307.904067
'OVER / UNDER',1.69,1204.989929
'ASIAN HANDICAP',1.86,1229.547506
'ASIAN HANDICAP',1.84,1277.416434
'MATCH ODDS',1.91,1101.472288
'OVER / UNDER',2.05,1260.554986
'ASIAN HANDICAP',1.88,1277.416434
'MATCH ODDS',2,1162.117321
'MATCH ODDS',1.78,1101.472288
'MATCH ODDS',3.32,1155.181998
'MATCH ODDS',3.6,1155.181998
'MATCH ODDS',3.54,1155.181998
'MATCH ODDS',3.05,1715.281486
'MATCH ODDS',3.25,219.694724
'MATCH ODDS',3.13,1715.279787
'ASIAN HANDICAP',1.95,1958.690747
'OVER / UNDER',1.77,1607.379909
'ASIAN HANDICAP',1.88,1994.971435
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',1.7,1766.022708
'MATCH ODDS',3.31,1715.260137
'MATCH ODDS',3.28,1715.260137
'ASIAN HANDICAP',1.86,2022.966881
'OVER / UNDER',1.92,1755.120945
'ASIAN HANDICAP',1.7,1939.314453
'ASIAN HANDICAP',1.97,1962.998067
'ASIAN HANDICAP',2.12,2022.191618
'MATCH ODDS',3.58,1715.13114
'MATCH ODDS',2.07,1769.446621
'MATCH ODDS',4.14,1712.721077
'MATCH ODDS',3.03,1715.281486
'MATCH ODDS',3.2,1715.279787
'ASIAN HANDICAP',1.72,1939.15359
'ASIAN HANDICAP',2.58,1918.026481
'ASIAN HANDICAP',1.9,1946.199761
'MATCH ODDS',3.1,1738.539212
'MATCH ODDS',2.8,1715.402929
'MATCH ODDS',3.1,1738.539212
'ASIAN HANDICAP',2.17,1937.946698
'MATCH ODDS',2.92,1715.400731
'MATCH ODDS',3.08,1715.279787
'MATCH ODDS',3,1715.427547
'ASIAN HANDICAP',2.01,1996.632208
'MATCH ODDS',2.18,436.738858
'ASIAN HANDICAP',1.99,1942.997099
'MATCH ODDS',1.8,1770.787666
'MATCH ODDS',3.43,1715.260137
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',2.15,1340.078869
'OVER / UNDER',1.92,1755.120945
'ASIAN HANDICAP',2.01,1958.164703
'MATCH ODDS',1.91,1774.286217
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',4.54,1712.705652
'MATCH ODDS',1.5,1729.534588
'MATCH ODDS',3.99,1737.259323
'ASIAN HANDICAP',2.08,2003.984897
'MATCH ODDS',1.85,1398.082164
'MATCH ODDS',3.75,1712.721979
'MATCH ODDS',2.1,1744.022408
'MATCH ODDS',2.15,1766.00466
'MATCH ODDS',2.05,1771.500188
'MATCH ODDS',3.37,1715.260137
'ASIAN HANDICAP',2.12,257.104679
'MATCH ODDS',3.21,1715.279787
'ASIAN HANDICAP',1.81,2023.077578
'MATCH ODDS',2.01,1769.94531
'ASIAN HANDICAP',2.13,207.67219
'MATCH ODDS',2.25,1755.253761
'OVER / UNDER',1.87,1772.034831
'ASIAN HANDICAP',1.75,2078.543412
'MATCH ODDS',3.35,210.02033
'ASIAN HANDICAP',1.93,207.67219
'MATCH ODDS',2.75,219.694724
'MATCH ODDS',3,1715.427547
'MATCH ODDS',1.7,1764.37837
'MATCH ODDS',1.7,1764.37837
'ASIAN HANDICAP',2.06,2063.808324
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.14,1715.279787
'MATCH ODDS',1.8,1769.143328
'ASIAN HANDICAP',1.97,1988.859374
'ASIAN HANDICAP',1.76,2016.54531
'MATCH ODDS',1.83,1770.783127
'ASIAN HANDICAP',2.06,1975.127665
'ASIAN HANDICAP',2.19,2048.302687
'OVER / UNDER',1.79,1607.144576
'OVER / UNDER',1.92,1771.599078
'ASIAN HANDICAP',1.91,2074.01698
'OVER / UNDER',1.92,1794.530188
'ASIAN HANDICAP',2.11,1995.6382
'ASIAN HANDICAP',1.84,2022.903948
'MATCH ODDS',3.52,1715.13114
'MATCH ODDS',3.4,210.02033
'MATCH ODDS',3.4,219.694724
'ASIAN HANDICAP',1.97,1988.859374
'ASIAN HANDICAP',1.91,207.67219
'MATCH ODDS',2.53,219.694724
'ASIAN HANDICAP',1.98,210.02033
'MATCH ODDS',2.4,219.694724
'MATCH ODDS',2,210.02033
'OVER / UNDER',1.92,210.02033
'ASIAN HANDICAP',1.77,207.67219
'MATCH ODDS',3.2,210.02033
'MATCH ODDS',3.3,210.02033
'MATCH ODDS',3.1,219.694724
'OVER / UNDER',2.08,404.225694
'MATCH ODDS',3.75,1712.721979
'ASIAN HANDICAP',2.06,1998.547089
'MATCH ODDS',2.1,1770.462993
'OVER / UNDER',2,1789.610508
'ASIAN HANDICAP',1.78,2076.624477
'MATCH ODDS',1.75,257.104679
'ASIAN HANDICAP',1.85,2043.482114
'MATCH ODDS',3.3,1715.260137
'OVER / UNDER',2.21,1625.423442
'OVER / UNDER',8,1599.601264
'ASIAN HANDICAP',2.02,1984.038524
'MATCH ODDS',3.25,347.377643
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',2.28,1754.792814
'ASIAN HANDICAP',1.48,1941.316068
'MATCH ODDS',3.25,347.377643
'MATCH ODDS',2.1,219.694724
'MATCH ODDS',3.3,347.377643
'MATCH ODDS',3.26,1715.260137
'MATCH ODDS',2.05,219.694724
'ASIAN HANDICAP',2.33,207.67219
'MATCH ODDS',2.13,219.694724
'MATCH ODDS',3.58,1715.13114
'MATCH ODDS',3.02,1715.281486
'ASIAN HANDICAP',1.85,431.094254
'MATCH ODDS',1.67,1763.553077
'ASIAN HANDICAP',1.86,1979.736616
'MATCH ODDS',2.05,1745.093406
'OVER / UNDER',2.7,1738.028187
'MATCH ODDS',3.19,1715.279787
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.33,1715.260137
'MATCH ODDS',2.16,1765.190018
'ASIAN HANDICAP',1.99,2001.954465
'OVER / UNDER',2.02,287.278765
'OVER / UNDER',1.99,1766.786719
'ASIAN HANDICAP',2.25,1958.290312
'ASIAN HANDICAP',1.99,2024.793038
'MATCH ODDS',1.71,1765.861844
