@relation Records-weka.filters.unsupervised.attribute.StringToNominal-R1-2

@attribute Tipster {'Jorge Aragundy','Anton Ebdon','Daniel Larsen','Simeone Tassini','Chris Tomas','Christopher Silenos','Jeremy Price','Gabriel Elias','Jason Mills','Darijo Belic','Eduardo Borrero','Silvio Bonatti','Robert Volkan','Achille Piecheur','Ivan Kacic','Amar Sidran','Radek Kovar','Neil Baxter','Burke Ziobro','Sony Luiz','Hubert Tisci',Bettingspaintips,'Charlie Bryson','Eli Pickard','Rosario Barone',Knipser,'Aurelien Delon','Francesco Alinari','Frankie Geary','Owen Garth','Blake Foss','Rufus Rasco'}
@attribute TypeOfBet {'MATCH ODDS','OVER / UNDER','ASIAN HANDICAP'}
@attribute Odds numeric
@attribute Liquidity numeric
@attribute Take numeric

@data
'Anton Ebdon','MATCH ODDS',1.86,1770.687528,40
'Anton Ebdon','ASIAN HANDICAP',2.8,1967.819209,55
'Anton Ebdon','OVER / UNDER',2.67,241.763191,35
'Anton Ebdon','MATCH ODDS',1.85,1770.619829,40
'Anton Ebdon','ASIAN HANDICAP',2.85,1992.416897,40
'Anton Ebdon','MATCH ODDS',1.68,1763.553077,40
'Anton Ebdon','MATCH ODDS',1.83,1770.783127,30
'Jorge Aragundy','OVER / UNDER',2.96,1755.235967,80
'Jorge Aragundy','ASIAN HANDICAP',2.74,2016.667737,100
'Anton Ebdon','MATCH ODDS',1.85,1770.619829,45
'Jorge Aragundy','ASIAN HANDICAP',2.9,2069.348438,80
'Anton Ebdon','MATCH ODDS',1.7,1766.022708,40
'Anton Ebdon','MATCH ODDS',1.8,1770.787666,50
'Anton Ebdon','MATCH ODDS',2.02,748.984773,65
'Anton Ebdon','MATCH ODDS',1.8,219.694724,40
'Anton Ebdon','MATCH ODDS',1.8,1098.896498,40
'Anton Ebdon','ASIAN HANDICAP',2.82,1082.92165,45
'Anton Ebdon','ASIAN HANDICAP',2.75,1167.683914,60
'Jorge Aragundy','ASIAN HANDICAP',2.9,1738.678102,30
'Jorge Aragundy','OVER / UNDER',2.91,1632.933201,70
'Anton Ebdon','MATCH ODDS',1.75,436.738858,45
'Anton Ebdon','MATCH ODDS',1.67,1763.553077,50
'Anton Ebdon','ASIAN HANDICAP',2.95,1988.948959,45
'Anton Ebdon','MATCH ODDS',1.73,210.02033,50
'Anton Ebdon','ASIAN HANDICAP',2.76,1988.924781,45
'Anton Ebdon','OVER / UNDER',2.84,1754.957086,40
'Anton Ebdon','MATCH ODDS',1.67,1763.553077,40
'Anton Ebdon','MATCH ODDS',2.05,210.02033,50
'Jorge Aragundy','OVER / UNDER',2.83,1755.130716,70
'Jorge Aragundy','OVER / UNDER',2.79,1783.009324,40
'Jorge Aragundy','ASIAN HANDICAP',2.95,2002.710353,60
'Anton Ebdon','OVER / UNDER',2.95,1772.067482,40
'Anton Ebdon','MATCH ODDS',1.63,1756.532038,55
'Jorge Aragundy','ASIAN HANDICAP',2.82,1968.070902,80
'Anton Ebdon','ASIAN HANDICAP',2.89,431.624188,50
'Anton Ebdon','MATCH ODDS',1.7,1766.022708,50
'Anton Ebdon','MATCH ODDS',1.67,1763.553077,40
'Anton Ebdon','OVER / UNDER',2.83,1771.869012,50
'Anton Ebdon','MATCH ODDS',1.76,1770.643224,45
'Anton Ebdon','MATCH ODDS',1.75,210.02033,45
'Anton Ebdon','MATCH ODDS',1.83,210.02033,50
'Jorge Aragundy','ASIAN HANDICAP',2.77,1479.961318,80
'Anton Ebdon','MATCH ODDS',2,1769.94531,40
'Anton Ebdon','OVER / UNDER',2.82,1771.869012,50
'Anton Ebdon','MATCH ODDS',1.67,210.02033,60
'Anton Ebdon','MATCH ODDS',1.74,1770.712201,50
'Jorge Aragundy','OVER / UNDER',3.07,1632.933201,60
'Jorge Aragundy','ASIAN HANDICAP',2.87,2062.618548,100
'Jorge Aragundy','ASIAN HANDICAP',3.05,1944.828703,90
'Anton Ebdon','ASIAN HANDICAP',2.76,1988.924781,45
'Anton Ebdon','MATCH ODDS',1.97,1774.809767,50
'Anton Ebdon','ASIAN HANDICAP',2.76,1986.918084,60
'Anton Ebdon','OVER / UNDER',2.74,1769.047981,60
'Jorge Aragundy','MATCH ODDS',1.75,1770.643224,90
'Jorge Aragundy','ASIAN HANDICAP',2.93,1961.178786,90
'Anton Ebdon','OVER / UNDER',2.76,1768.925555,50
'Anton Ebdon','MATCH ODDS',1.69,1763.368875,45
'Anton Ebdon','ASIAN HANDICAP',2.89,2043.306867,45
'Anton Ebdon','MATCH ODDS',1.72,1765.535225,45
'Anton Ebdon','ASIAN HANDICAP',2.78,210.02033,45
'Anton Ebdon','OVER / UNDER',2.71,1767.114688,40
'Anton Ebdon','ASIAN HANDICAP',2.98,1999.501648,45
'Anton Ebdon','MATCH ODDS',1.76,1770.643224,45
'Anton Ebdon','ASIAN HANDICAP',2.73,2050.77265,45
'Jorge Aragundy','OVER / UNDER',3.05,1779.817416,80
'Jorge Aragundy','ASIAN HANDICAP',3.05,1997.773565,50
'Jorge Aragundy','ASIAN HANDICAP',3.01,1984.044452,80
'Jorge Aragundy','ASIAN HANDICAP',2.78,2016.54531,80
'Anton Ebdon','ASIAN HANDICAP',2.86,1078.962588,45
'Anton Ebdon','ASIAN HANDICAP',2.77,1997.880302,50
'Anton Ebdon','MATCH ODDS',1.73,1765.4908,50
'Anton Ebdon','MATCH ODDS',1.73,1765.4908,50
'Anton Ebdon','ASIAN HANDICAP',2.88,207.67219,50
'Anton Ebdon','ASIAN HANDICAP',2.77,1997.880302,60
'Anton Ebdon','ASIAN HANDICAP',2.76,1973.996474,50
'Anton Ebdon','MATCH ODDS',2,1769.94531,60
'Anton Ebdon','MATCH ODDS',1.84,1770.624596,55
'Anton Ebdon','MATCH ODDS',1.75,1770.643224,55
'Anton Ebdon','MATCH ODDS',1.83,1770.783127,55
'Anton Ebdon','MATCH ODDS',1.8,1770.787666,55
'Anton Ebdon','MATCH ODDS',1.85,414.16655,50
'Anton Ebdon','OVER / UNDER',2.84,1794.006725,40
'Anton Ebdon','ASIAN HANDICAP',2.76,1973.996474,60
'Anton Ebdon','OVER / UNDER',2.7,748.984773,50
'Jorge Aragundy','ASIAN HANDICAP',3.19,1984.00221,60
'Jorge Aragundy','ASIAN HANDICAP',2.7,1475.024784,80
'Anton Ebdon','ASIAN HANDICAP',2.77,1085.215009,50
'Anton Ebdon','ASIAN HANDICAP',2.97,1209.806356,60
'Anton Ebdon','MATCH ODDS',1.75,1770.643224,70
'Anton Ebdon','OVER / UNDER',2.7,1750.680246,50
'Anton Ebdon','ASIAN HANDICAP',2.75,1973.996474,70
'Anton Ebdon','OVER / UNDER',2.88,1755.494696,50
'Anton Ebdon','MATCH ODDS',1.91,1772.641879,60
'Anton Ebdon','MATCH ODDS',1.73,1765.4908,55
'Anton Ebdon','ASIAN HANDICAP',2.82,1994.60199,70
'Anton Ebdon','MATCH ODDS',1.85,1770.619829,60
'Anton Ebdon','ASIAN HANDICAP',2.8,2074.748082,40
'Anton Ebdon','ASIAN HANDICAP',2.78,1973.996474,45
'Anton Ebdon','OVER / UNDER',2.75,1752.187259,60
'Anton Ebdon','MATCH ODDS',1.7,1766.022708,60
'Anton Ebdon','ASIAN HANDICAP',2.81,207.67219,50
'Jorge Aragundy','OVER / UNDER',2.82,1765.30968,80
'Jorge Aragundy','ASIAN HANDICAP',2.72,1939.15359,100
'Anton Ebdon','MATCH ODDS',1.8,1770.787666,60
'Anton Ebdon','MATCH ODDS',1.91,1772.641879,60
'Anton Ebdon','MATCH ODDS',1.73,210.02033,60
'Anton Ebdon','OVER / UNDER',2.7,1760.85921,40
'Anton Ebdon','ASIAN HANDICAP',2.92,207.67219,40
'Anton Ebdon','MATCH ODDS',1.67,1761.908738,80
'Anton Ebdon','OVER / UNDER',2.75,430.515248,60
'Anton Ebdon','ASIAN HANDICAP',2.88,207.67219,50
'Anton Ebdon','OVER / UNDER',2.79,241.763191,50
'Anton Ebdon','ASIAN HANDICAP',2.79,1952.915227,50
'Anton Ebdon','MATCH ODDS',1.84,1768.980257,60
'Anton Ebdon','MATCH ODDS',1.75,1770.643224,60
'Jorge Aragundy','ASIAN HANDICAP',2.78,1947.327768,80
'Anton Ebdon','ASIAN HANDICAP',2.72,1928.406531,65
'Anton Ebdon','ASIAN HANDICAP',2.79,207.67219,60
'Anton Ebdon','ASIAN HANDICAP',2.75,207.67219,60
'Anton Ebdon','ASIAN HANDICAP',2.7,210.02033,65
'Anton Ebdon','ASIAN HANDICAP',2.77,1986.918084,60
'Anton Ebdon','OVER / UNDER',2.77,1762.366223,50
'Anton Ebdon','MATCH ODDS',1.91,436.738858,60
'Anton Ebdon','MATCH ODDS',1.8,1770.787666,60
'Anton Ebdon','ASIAN HANDICAP',2.72,2142.5601,60
'Anton Ebdon','OVER / UNDER',3,1766.786719,60
'Anton Ebdon','OVER / UNDER',2.87,748.984773,55
'Anton Ebdon','ASIAN HANDICAP',3.11,210.02033,65
'Anton Ebdon','OVER / UNDER',2.89,1259.681047,50
'Jorge Aragundy','ASIAN HANDICAP',2.82,2023.077578,80
'Jorge Aragundy','ASIAN HANDICAP',3.42,1937.876805,60
'Anton Ebdon','MATCH ODDS',2.01,1768.300972,60
'Anton Ebdon','OVER / UNDER',2.81,1769.122395,60
'Anton Ebdon','ASIAN HANDICAP',2.73,1929.371535,70
'Anton Ebdon','ASIAN HANDICAP',2.89,207.67219,60
'Anton Ebdon','OVER / UNDER',2.71,1767.114688,60
'Anton Ebdon','MATCH ODDS',1.75,1770.643224,60
'Jorge Aragundy','OVER / UNDER',3.11,1766.64549,60
'Jorge Aragundy','ASIAN HANDICAP',3.04,1997.799918,80
'Anton Ebdon','OVER / UNDER',2.7,1767.418542,70
'Jorge Aragundy','OVER / UNDER',2.8,1794.184894,70
'Anton Ebdon','ASIAN HANDICAP',4.07,207.67219,50
'Anton Ebdon','OVER / UNDER',2.8,1769.126934,55
'Anton Ebdon','MATCH ODDS',1.76,2022.598273,55
'Anton Ebdon','OVER / UNDER',2.85,1765.131284,60
'Anton Ebdon','ASIAN HANDICAP',3.28,2045.885093,50
'Anton Ebdon','MATCH ODDS',1.82,210.02033,60
'Anton Ebdon','MATCH ODDS',1.91,219.694724,60
'Anton Ebdon','MATCH ODDS',2.63,219.694724,50
'Anton Ebdon','MATCH ODDS',1.85,219.694724,70
'Anton Ebdon','OVER / UNDER',2.72,1766.707978,60
'Anton Ebdon','OVER / UNDER',2.89,1755.494696,60
'Anton Ebdon','MATCH ODDS',1.91,1774.286217,60
'Anton Ebdon','OVER / UNDER',2.9,1772.071806,55
'Anton Ebdon','MATCH ODDS',1.88,219.694724,60
'Anton Ebdon','ASIAN HANDICAP',2.71,1972.180766,50
'Anton Ebdon','OVER / UNDER',2.8,1769.126934,65
'Jorge Aragundy','OVER / UNDER',3,1778.420713,80
'Jorge Aragundy','OVER / UNDER',3.05,1768.160699,50
'Anton Ebdon','OVER / UNDER',2.82,1755.130716,55
'Anton Ebdon','OVER / UNDER',2.83,1771.869012,55
'Anton Ebdon','OVER / UNDER',2.85,1771.690616,50
'Anton Ebdon','ASIAN HANDICAP',2.83,207.67219,60
'Anton Ebdon','MATCH ODDS',1.83,1770.783127,60
'Anton Ebdon','OVER / UNDER',2.88,1755.494696,60
'Anton Ebdon','OVER / UNDER',2.73,241.763191,60
'Jorge Aragundy','ASIAN HANDICAP',2.94,1475.024784,70
'Anton Ebdon','ASIAN HANDICAP',2.82,2062.582957,60
'Anton Ebdon','MATCH ODDS',1.73,1765.4908,60
'Anton Ebdon','ASIAN HANDICAP',3.14,207.67219,50
'Anton Ebdon','OVER / UNDER',2.78,1768.925555,60
'Anton Ebdon','MATCH ODDS',2.05,1771.500188,50
'Anton Ebdon','MATCH ODDS',1.78,1770.643224,60
'Anton Ebdon','OVER / UNDER',2.73,1766.707978,55
'Anton Ebdon','MATCH ODDS',2.2,1757.586358,55
'Anton Ebdon','OVER / UNDER',2.74,1769.047981,55
'Anton Ebdon','ASIAN HANDICAP',2.82,2023.077578,60
'Anton Ebdon','ASIAN HANDICAP',2.82,1968.070902,55
'Anton Ebdon','ASIAN HANDICAP',2.87,1968.345804,55
'Anton Ebdon','MATCH ODDS',1.8,1770.787666,50
'Anton Ebdon','ASIAN HANDICAP',2.94,1946.605522,50
'Anton Ebdon','MATCH ODDS',3.97,1712.731929,35
'Anton Ebdon','MATCH ODDS',1.85,219.694724,50
'Anton Ebdon','MATCH ODDS',1.76,219.694724,65
'Anton Ebdon','MATCH ODDS',1.9,219.694724,60
'Jorge Aragundy','OVER / UNDER',3.02,1766.774889,70
'Anton Ebdon','OVER / UNDER',2.9,1772.071806,65
'Anton Ebdon','OVER / UNDER',2.84,1771.695382,55
'Anton Ebdon','MATCH ODDS',1.94,1772.940171,50
'Jorge Aragundy','ASIAN HANDICAP',2.78,1988.924781,80
'Jorge Aragundy','ASIAN HANDICAP',2.9,2069.348438,80
'Jorge Aragundy','ASIAN HANDICAP',2.69,1966.125982,80
'Anton Ebdon','OVER / UNDER',2.86,1755.020019,50
'Anton Ebdon','MATCH ODDS',2.59,219.694724,60
'Anton Ebdon','ASIAN HANDICAP',3.08,1944.196941,45
'Anton Ebdon','ASIAN HANDICAP',2.89,1947.780274,60
'Anton Ebdon','ASIAN HANDICAP',2.85,1979.668917,60
'Anton Ebdon','MATCH ODDS',3.67,1715.13114,25
'Anton Ebdon','MATCH ODDS',1.91,1774.286217,50
'Anton Ebdon','MATCH ODDS',1.75,881.400852,60
'Anton Ebdon','OVER / UNDER',2.79,1768.690222,55
'Anton Ebdon','MATCH ODDS',1.8,1770.787666,50
'Jorge Aragundy','ASIAN HANDICAP',2.83,2023.077578,100
'Jorge Aragundy','ASIAN HANDICAP',2.98,1999.501648,80
'Anton Ebdon','MATCH ODDS',2.25,1755.253761,45
'Anton Ebdon','MATCH ODDS',1.8,1770.787666,40
'Anton Ebdon','ASIAN HANDICAP',2.86,207.67219,55
'Anton Ebdon','ASIAN HANDICAP',3,207.67219,55
'Anton Ebdon','MATCH ODDS',2.91,219.694724,30
'Anton Ebdon','OVER / UNDER',2.82,241.763191,55
'Anton Ebdon','MATCH ODDS',1.78,1770.643224,55
'Anton Ebdon','OVER / UNDER',2.82,1755.130716,45
'Anton Ebdon','OVER / UNDER',3.05,1768.160699,45
'Anton Ebdon','OVER / UNDER',2.87,1772.232992,40
'Anton Ebdon','ASIAN HANDICAP',2.81,1968.070902,45
'Anton Ebdon','OVER / UNDER',2.92,1771.797239,50
'Jorge Aragundy','ASIAN HANDICAP',2.76,1475.024784,80
'Jorge Aragundy','ASIAN HANDICAP',3.22,1966.924609,60
'Anton Ebdon','OVER / UNDER',2.82,1551.876861,45
'Anton Ebdon','ASIAN HANDICAP',2.77,1973.996474,45
'Anton Ebdon','MATCH ODDS',1.94,1534.44541,40
'Anton Ebdon','ASIAN HANDICAP',2.9,2158.025421,40
'Anton Ebdon','OVER / UNDER',2.83,210.02033,60
'Anton Ebdon','ASIAN HANDICAP',2.95,1988.948959,40
'Jorge Aragundy','ASIAN HANDICAP',2.85,1992.416897,70
'Jorge Aragundy','ASIAN HANDICAP',2.78,2075.506639,90
'Anton Ebdon','MATCH ODDS',1.73,1765.4908,45
'Anton Ebdon','MATCH ODDS',1.73,1765.4908,25
'Anton Ebdon','MATCH ODDS',1.85,2022.598273,25
'Anton Ebdon','OVER / UNDER',2.73,1766.707978,20
'Jorge Aragundy','ASIAN HANDICAP',3.08,1997.980707,80
'Jorge Aragundy','OVER / UNDER',2.91,1783.621296,40
'Jorge Aragundy','ASIAN HANDICAP',2.93,1956.75824,60
'Jorge Aragundy','ASIAN HANDICAP',2.91,2001.120256,70
'Jorge Aragundy','ASIAN HANDICAP',3.04,1953.753261,60
'Anton Ebdon','MATCH ODDS',1.76,1801.516283,20
'Anton Ebdon','MATCH ODDS',1.73,2022.598273,25
'Anton Ebdon','MATCH ODDS',1.85,2022.598273,25
'Anton Ebdon','OVER / UNDER',2.71,749.056645,25
'Anton Ebdon','MATCH ODDS',1.68,1534.44541,25
'Anton Ebdon','ASIAN HANDICAP',2.88,1937.033215,30
'Anton Ebdon','MATCH ODDS',1.78,1768.998886,40
'Anton Ebdon','ASIAN HANDICAP',2.85,749.056645,40
'Anton Ebdon','ASIAN HANDICAP',2.81,1947.391547,45
'Anton Ebdon','MATCH ODDS',1.8,1770.787666,40
'Anton Ebdon','MATCH ODDS',1.97,1774.809767,45
'Jorge Aragundy','OVER / UNDER',3.14,1764.31561,70
'Jorge Aragundy','OVER / UNDER',3,1801.828498,70
'Anton Ebdon','MATCH ODDS',2.04,1769.58504,30
'Anton Ebdon','OVER / UNDER',2.9,1765.512474,40
'Anton Ebdon','ASIAN HANDICAP',2.74,1973.694516,65
'Anton Ebdon','ASIAN HANDICAP',3.05,1985.18581,50
'Anton Ebdon','MATCH ODDS',1.8,1770.787666,40
'Anton Ebdon','MATCH ODDS',1.64,1763.774054,80
'Jorge Aragundy','MATCH ODDS',1.73,1763.846462,70
'Anton Ebdon','ASIAN HANDICAP',2.78,1973.996474,75
'Jorge Aragundy','ASIAN HANDICAP',2.91,1988.5325,70
'Jorge Aragundy','ASIAN HANDICAP',2.87,1994.971435,80
'Jorge Aragundy','ASIAN HANDICAP',2.63,1930.144192,100
'Anton Ebdon','ASIAN HANDICAP',2.79,1952.915227,65
'Anton Ebdon','ASIAN HANDICAP',2.77,1947.327768,55
'Anton Ebdon','OVER / UNDER',2.87,1765.67366,40
'Anton Ebdon','MATCH ODDS',1.72,1534.44541,45
'Anton Ebdon','ASIAN HANDICAP',2.8,1936.392794,80
'Jorge Aragundy','ASIAN HANDICAP',2.8,1936.392794,70
'Anton Ebdon','OVER / UNDER',2.79,1751.951926,50
'Anton Ebdon','OVER / UNDER',3.01,1766.786719,65
'Anton Ebdon','MATCH ODDS',1.78,1770.643224,45
'Jorge Aragundy','ASIAN HANDICAP',3.08,1954.959031,80
'Anton Ebdon','ASIAN HANDICAP',2.74,1952.613269,40
'Anton Ebdon','OVER / UNDER',2.81,1762.563062,60
'Jorge Aragundy','ASIAN HANDICAP',2.97,2081.109371,50
'Anton Ebdon','MATCH ODDS',1.7,1766.022708,50
'Anton Ebdon','ASIAN HANDICAP',2.72,1928.406531,65
'Anton Ebdon','MATCH ODDS',2.25,1753.609423,45
'Anton Ebdon','MATCH ODDS',1.8,1769.143328,70
'Jorge Aragundy','ASIAN HANDICAP',2.74,1995.297986,80
'Anton Ebdon','MATCH ODDS',1.67,1763.553077,45
'Anton Ebdon','ASIAN HANDICAP',2.79,1962.3502,40
'Anton Ebdon','ASIAN HANDICAP',2.83,2021.526356,60
'Anton Ebdon','OVER / UNDER',2.78,1768.925555,60
'Jorge Aragundy','OVER / UNDER',2.87,1772.232992,50
'Anton Ebdon','MATCH ODDS',1.7,1766.022708,50
'Jorge Aragundy','ASIAN HANDICAP',2.84,2022.903948,80
'Anton Ebdon','OVER / UNDER',2.74,1769.047981,50
'Anton Ebdon','ASIAN HANDICAP',2.85,1979.668917,80
'Jorge Aragundy','ASIAN HANDICAP',2.93,2028.716931,80
'Anton Ebdon','ASIAN HANDICAP',2.83,1572.538472,40
'Anton Ebdon','ASIAN HANDICAP',2.83,1572.538472,40
'Anton Ebdon','ASIAN HANDICAP',2.86,1475.024784,30
'Anton Ebdon','MATCH ODDS',1.8,1442.585046,40
'Anton Ebdon','MATCH ODDS',1.75,1768.998886,40
'Jorge Aragundy','ASIAN HANDICAP',2.9,2028.933036,100
'Jorge Aragundy','ASIAN HANDICAP',2.98,1985.740254,80
'Jorge Aragundy','ASIAN HANDICAP',2.74,2056.015179,100
'Anton Ebdon','MATCH ODDS',3,1715.427547,30
'Anton Ebdon','MATCH ODDS',1.68,1763.553077,30
'Anton Ebdon','MATCH ODDS',1.73,1765.4908,20
'Jorge Aragundy','OVER / UNDER',2.7,1629.548704,80
'Jorge Aragundy','ASIAN HANDICAP',2.93,2081.873367,60
'Jorge Aragundy','ASIAN HANDICAP',3.01,1958.164703,90
'Anton Ebdon','ASIAN HANDICAP',2.78,1968.007124,45
'Anton Ebdon','OVER / UNDER',2.83,1606.448973,40
'Anton Ebdon','ASIAN HANDICAP',2.7,1572.538472,40
'Anton Ebdon','OVER / UNDER',2.94,934.649217,40
'Anton Ebdon','ASIAN HANDICAP',2.75,1936.580709,40
'Anton Ebdon','MATCH ODDS',1.78,1770.643224,45
'Jorge Aragundy','OVER / UNDER',2.96,1771.858218,60
'Anton Ebdon','ASIAN HANDICAP',2.75,2485.99214,40
'Anton Ebdon','MATCH ODDS',2.23,877.268966,30
'Anton Ebdon','ASIAN HANDICAP',2.78,2427.385526,45
'Jorge Aragundy','OVER / UNDER',2.78,1793.982628,80
'Anton Ebdon','MATCH ODDS',2,1769.94531,40
'Anton Ebdon','ASIAN HANDICAP',2.72,2051.061445,45
'Anton Ebdon','ASIAN HANDICAP',2.99,2001.954465,30
'Anton Ebdon','ASIAN HANDICAP',2.71,2012.768946,40
'Jorge Aragundy','MATCH ODDS',2.08,1769.452404,60
'Jorge Aragundy','OVER / UNDER',2.83,1783.442384,80
'Jorge Aragundy','OVER / UNDER',2.96,1783.545555,80
'Anton Ebdon','OVER / UNDER',2.72,1766.707978,40
'Anton Ebdon','ASIAN HANDICAP',2.8,1936.392794,40
'Anton Ebdon','ASIAN HANDICAP',3.25,1927.636174,45
'Anton Ebdon','MATCH ODDS',1.89,1771.073127,40
'Anton Ebdon','MATCH ODDS',1.92,1774.118741,40
'Anton Ebdon','MATCH ODDS',1.9,1534.44541,40
'Anton Ebdon','MATCH ODDS',1.74,1770.712201,45
'Anton Ebdon','MATCH ODDS',2.27,1753.536152,40
'Anton Ebdon','MATCH ODDS',1.7,1766.022708,60
'Anton Ebdon','MATCH ODDS',1.73,881.400852,40
'Anton Ebdon','ASIAN HANDICAP',2.82,2158.025421,45
'Anton Ebdon','MATCH ODDS',1.88,1771.073127,45
'Anton Ebdon','OVER / UNDER',2.85,1771.690616,40
'Anton Ebdon','MATCH ODDS',1.91,2017.209943,40
'Daniel Larsen','ASIAN HANDICAP',2.97,2539.439093,80
'Anton Ebdon','OVER / UNDER',2.78,1551.876861,40
'Anton Ebdon','ASIAN HANDICAP',2.77,1952.915227,40
'Jorge Aragundy','OVER / UNDER',3.15,1764.31561,60
'Jorge Aragundy','OVER / UNDER',2.86,1783.331687,70
'Jorge Aragundy','ASIAN HANDICAP',2.88,1937.033215,60
'Anton Ebdon','OVER / UNDER',2.96,1771.858218,30
'Anton Ebdon','ASIAN HANDICAP',2.84,1936.644488,45
'Anton Ebdon','ASIAN HANDICAP',2.82,1277.416434,40
'Anton Ebdon','ASIAN HANDICAP',2.76,1229.547506,35
'Anton Ebdon','OVER / UNDER',3.04,1778.071416,40
'Anton Ebdon','MATCH ODDS',1.76,1770.643224,40
'Anton Ebdon','ASIAN HANDICAP',2.83,2062.582957,60
'Daniel Larsen','ASIAN HANDICAP',2.98,1944.711342,20
'Anton Ebdon','MATCH ODDS',1.74,2022.598273,40
'Anton Ebdon','MATCH ODDS',1.87,1771.073127,40
'Daniel Larsen','ASIAN HANDICAP',2.78,1947.327768,40
'Anton Ebdon','MATCH ODDS',1.92,424.754817,50
'Anton Ebdon','OVER / UNDER',2.8,1769.126934,45
'Anton Ebdon','ASIAN HANDICAP',3,1953.759189,40
'Anton Ebdon','OVER / UNDER',2.8,1794.184894,45
'Anton Ebdon','MATCH ODDS',2.19,1755.94202,40
'Daniel Larsen','ASIAN HANDICAP',2.8,2076.62782,20
'Anton Ebdon','MATCH ODDS',2.06,1771.100074,40
'Anton Ebdon','OVER / UNDER',2.79,1606.448973,45
'Jorge Aragundy','ASIAN HANDICAP',2.73,2067.008682,100
'Anton Ebdon','MATCH ODDS',1.75,1770.643224,45
'Anton Ebdon','OVER / UNDER',2.91,1772.047228,45
'Anton Ebdon','MATCH ODDS',1.9,1774.310362,45
'Jorge Aragundy','ASIAN HANDICAP',2.76,1997.880302,90
'Daniel Larsen','OVER / UNDER',2.78,1814.778476,40
'Simeone Tassini','MATCH ODDS',2.6,748.984773,100
'Simeone Tassini','ASIAN HANDICAP',3.08,748.984773,80
'Anton Ebdon','ASIAN HANDICAP',3.14,1940.950141,60
'Daniel Larsen','ASIAN HANDICAP',2.76,748.984773,40
'Jorge Aragundy','ASIAN HANDICAP',2.94,2002.080581,90
'Anton Ebdon','ASIAN HANDICAP',2.87,1235.564505,45
'Anton Ebdon','MATCH ODDS',2.3,1159.541531,65
'Simeone Tassini','ASIAN HANDICAP',3.07,1332.981491,80
'Simeone Tassini','ASIAN HANDICAP',3.02,1336.601035,40
'Simeone Tassini','ASIAN HANDICAP',3.07,1332.981491,60
'Anton Ebdon','OVER / UNDER',2.93,1204.989929,40
'Simeone Tassini','ASIAN HANDICAP',2.88,1273.975954,60
'Simeone Tassini','ASIAN HANDICAP',2.97,1307.904067,60
'Anton Ebdon','OVER / UNDER',2.93,1771.797239,40
'Simeone Tassini','ASIAN HANDICAP',3.19,1969.457272,60
'Anton Ebdon','ASIAN HANDICAP',3.01,1973.696175,45
'Anton Ebdon','ASIAN HANDICAP',2.78,1947.327768,50
'Jorge Aragundy','OVER / UNDER',2.97,1755.235967,40
'Jorge Aragundy','ASIAN HANDICAP',2.85,1947.38678,40
'Simeone Tassini','MATCH ODDS',2.3,1753.101293,60
'Anton Ebdon','ASIAN HANDICAP',2.83,2428.609079,40
'Daniel Larsen','ASIAN HANDICAP',2.95,2428.609079,80
'Simeone Tassini','MATCH ODDS',1.97,1773.165429,60
'Simeone Tassini','MATCH ODDS',5,1735.641372,20
'Daniel Larsen','ASIAN HANDICAP',2.75,871.999788,40
'Anton Ebdon','ASIAN HANDICAP',2.93,1970.613759,45
'Jorge Aragundy','OVER / UNDER',2.86,1783.331687,50
'Jorge Aragundy','OVER / UNDER',2.91,1783.621296,50
'Simeone Tassini','MATCH ODDS',1.67,1763.553077,80
'Anton Ebdon','ASIAN HANDICAP',2.86,1967.960205,35
'Anton Ebdon','ASIAN HANDICAP',2.99,1942.997099,45
'Anton Ebdon','ASIAN HANDICAP',2.7,2052.241147,45
'Daniel Larsen','MATCH ODDS',2.03,1802.095283,40
'Daniel Larsen','ASIAN HANDICAP',3.08,1983.990997,40
'Simeone Tassini','MATCH ODDS',2.38,1753.360257,60
'Simeone Tassini','ASIAN HANDICAP',2.86,748.984773,80
'Simeone Tassini','ASIAN HANDICAP',2.94,748.984773,10
'Simeone Tassini','ASIAN HANDICAP',2.91,2029.924004,80
'Daniel Larsen','ASIAN HANDICAP',2.85,2082.018447,40
'Simeone Tassini','MATCH ODDS',2.5,748.984773,70
'Anton Ebdon','MATCH ODDS',1.96,748.984773,45
'Simeone Tassini','ASIAN HANDICAP',2.9,748.984773,80
'Simeone Tassini','ASIAN HANDICAP',3.06,2023.803832,80
'Anton Ebdon','MATCH ODDS',2.27,1753.536152,40
'Simeone Tassini','ASIAN HANDICAP',2.86,2022.966881,40
'Anton Ebdon','MATCH ODDS',1.84,1770.624596,45
'Anton Ebdon','MATCH ODDS',1.72,1098.896498,50
'Daniel Larsen','ASIAN HANDICAP',2.88,1229.547506,60
'Simeone Tassini','ASIAN HANDICAP',2.93,1229.547506,60
'Anton Ebdon','MATCH ODDS',2.02,1162.117321,45
'Simeone Tassini','MATCH ODDS',2,1162.117321,80
'Simeone Tassini','ASIAN HANDICAP',3.04,1332.981491,60
'Simeone Tassini','ASIAN HANDICAP',2.75,1273.975954,40
'Simeone Tassini','ASIAN HANDICAP',2.97,1307.385485,80
'Anton Ebdon','ASIAN HANDICAP',2.74,2056.015179,70
'Anton Ebdon','MATCH ODDS',1.8,1770.787666,45
'Chris Tomas','ASIAN HANDICAP',3.06,2516.771518,46
