@relation Records-weka.filters.unsupervised.attribute.StringToNominal-R1-2

@attribute Tipster {'Jorge Aragundy','Anton Ebdon','Daniel Larsen','Simeone Tassini','Chris Tomas','Christopher Silenos','Jeremy Price','Gabriel Elias','Jason Mills','Darijo Belic','Eduardo Borrero','Silvio Bonatti','Robert Volkan','Achille Piecheur','Ivan Kacic','Amar Sidran','Radek Kovar','Neil Baxter','Burke Ziobro','Sony Luiz','Hubert Tisci',Bettingspaintips,'Charlie Bryson','Eli Pickard','Rosario Barone',Knipser,'Aurelien Delon','Francesco Alinari','Frankie Geary','Owen Garth','Blake Foss','Rufus Rasco'}
@attribute TypeOfBet {'MATCH ODDS','OVER / UNDER','ASIAN HANDICAP'}
@attribute Odds numeric
@attribute Liquidity numeric
@attribute Take numeric

@data
'Achille Piecheur','ASIAN HANDICAP',2.87,207.67219,100
'Amar Sidran','ASIAN HANDICAP',3.08,1590.616626,50
Bettingspaintips,'ASIAN HANDICAP',2.8,1994.606529,80
'Daniel Larsen','OVER / UNDER',2.96,1755.235967,100
'Eduardo Borrero','MATCH ODDS',2.06,1769.455736,80
'Francesco Alinari','MATCH ODDS',1.67,219.694724,100
'Gabriel Elias','MATCH ODDS',2.05,219.694724,60
'Gabriel Elias','MATCH ODDS',1.95,1748.824162,60
'Robert Volkan','MATCH ODDS',2.05,1769.85585,100
'Sony Luiz','MATCH ODDS',3.4,219.694724,80
'Achille Piecheur','MATCH ODDS',1.9,1772.666024,100
Bettingspaintips,'ASIAN HANDICAP',2.97,1947.830462,80
'Anton Ebdon','MATCH ODDS',3.21,1715.279787,60
'Aurelien Delon','MATCH ODDS',2.5,219.694724,100
Bettingspaintips,'ASIAN HANDICAP',2.87,1937.093019,80
'Robert Volkan','OVER / UNDER',3.25,1751.833228,100
'Sony Luiz','MATCH ODDS',3.18,1715.279787,80
'Achille Piecheur','MATCH ODDS',3.2,347.377643,100
'Gabriel Elias','MATCH ODDS',1.95,354.254601,60
'Gabriel Elias','MATCH ODDS',2,354.254601,60
'Achille Piecheur','MATCH ODDS',2.96,1715.400731,100
'Charlie Bryson','ASIAN HANDICAP',2.56,2000.666551,100
'Daniel Larsen','ASIAN HANDICAP',3.06,2441.116085,100
'Gabriel Elias','MATCH ODDS',2.96,1715.400731,60
Knipser,'ASIAN HANDICAP',2.65,1957.81599,100
'Burke Ziobro','ASIAN HANDICAP',7,1920.425067,80
'Gabriel Elias','MATCH ODDS',3.27,1715.260137,60
'Jeremy Price','ASIAN HANDICAP',2.9,1612.306233,100
'Anton Ebdon','MATCH ODDS',4.66,1712.698426,80
'Eli Pickard','ASIAN HANDICAP',2.93,2081.873367,100
'Jeremy Price','ASIAN HANDICAP',3.01,2001.954465,100
'Sony Luiz','MATCH ODDS',3.1,1715.279787,80
'Achille Piecheur','ASIAN HANDICAP',2.87,372.991667,100
'Gabriel Elias','MATCH ODDS',1.95,354.254601,60
'Silvio Bonatti','ASIAN HANDICAP',2.82,375.175853,100
'Amar Sidran','ASIAN HANDICAP',3.07,1944.419474,50
'Burke Ziobro','MATCH ODDS',2.75,1738.728526,80
'Jason Mills','MATCH ODDS',5,1338.856639,60
'Eduardo Borrero','MATCH ODDS',3.33,1715.260137,80
'Sony Luiz','MATCH ODDS',3.24,1715.279787,80
'Sony Luiz','MATCH ODDS',3.34,1715.260137,80
'Achille Piecheur','OVER / UNDER',3.17,1761.956023,100
'Anton Ebdon','MATCH ODDS',3.57,1715.13114,60
'Gabriel Elias','MATCH ODDS',3.1,1715.279787,50
'Gabriel Elias','MATCH ODDS',1.9,1747.91471,50
'Hubert Tisci','ASIAN HANDICAP',2.85,2062.40456,80
'Achille Piecheur','MATCH ODDS',3.27,1192.693617,100
'Achille Piecheur','ASIAN HANDICAP',3.41,1021.692209,100
'Jason Mills','MATCH ODDS',2.82,1338.856639,60
'Silvio Bonatti','ASIAN HANDICAP',2.99,1210.01496,100
'Jason Mills','MATCH ODDS',2.3,1753.101293,60
'Gabriel Elias','MATCH ODDS',2.2,1730.59057,60
'Jeremy Price','ASIAN HANDICAP',2.95,2030.339682,100
'Anton Ebdon','MATCH ODDS',3.6,1715.13114,60
'Sony Luiz','MATCH ODDS',3.02,1715.281486,80
'Sony Luiz','MATCH ODDS',3.04,1192.693617,80
'Gabriel Elias','MATCH ODDS',3.2,1715.279787,50
'Gabriel Elias','MATCH ODDS',2,1743.624389,50
'Sony Luiz','MATCH ODDS',3.24,1715.279787,80
'Eli Pickard','ASIAN HANDICAP',3.15,430.475201,100
'Gabriel Elias','MATCH ODDS',3.16,1715.279787,60
'Darijo Belic','MATCH ODDS',2,1769.94531,100
'Burke Ziobro','MATCH ODDS',3.27,297.471509,80
'Sony Luiz','MATCH ODDS',3.32,297.471509,80
'Sony Luiz','MATCH ODDS',3.3,423.464498,80
'Amar Sidran','ASIAN HANDICAP',2.98,2516.771518,50
'Amar Sidran','OVER / UNDER',2.97,1653.621396,50
'Daniel Larsen','OVER / UNDER',2.94,1772.136903,100
'Daniel Larsen','OVER / UNDER',3.02,1653.621396,100
'Silvio Bonatti','ASIAN HANDICAP',2.97,2485.99214,100
'Sony Luiz','ASIAN HANDICAP',2.91,2002.293894,80
'Gabriel Elias','MATCH ODDS',3.33,1715.260137,60
'Radek Kovar','OVER / UNDER',2.87,257.104679,100
'Sony Luiz','MATCH ODDS',3,1715.427547,80
'Anton Ebdon','MATCH ODDS',3.3,1715.260137,60
'Gabriel Elias','MATCH ODDS',3.3,1715.260137,70
Knipser,'ASIAN HANDICAP',2.8,1952.727312,100
'Aurelien Delon','OVER / UNDER',2.6,1623.176555,100
'Gabriel Elias','MATCH ODDS',3.1,1715.279787,60
'Sony Luiz','MATCH ODDS',3.05,1715.281486,80
'Frankie Geary','MATCH ODDS',1.85,1770.619829,100
'Gabriel Elias','MATCH ODDS',3.42,219.694724,70
'Sony Luiz','MATCH ODDS',3,219.694724,100
'Eli Pickard','ASIAN HANDICAP',3,2064.151369,100
'Jeremy Price','ASIAN HANDICAP',3.11,2061.916869,100
'Amar Sidran','OVER / UNDER',3.1,748.984773,50
'Amar Sidran','ASIAN HANDICAP',2.88,748.984773,50
'Amar Sidran','ASIAN HANDICAP',3.04,748.984773,50
'Anton Ebdon','ASIAN HANDICAP',3.83,1914.536823,60
'Anton Ebdon','MATCH ODDS',3.52,1715.13114,60
'Anton Ebdon','MATCH ODDS',3.6,210.02033,60
'Charlie Bryson','ASIAN HANDICAP',2.72,748.984773,100
'Chris Tomas','ASIAN HANDICAP',2.93,748.984773,100
'Daniel Larsen','OVER / UNDER',3.02,748.984773,100
'Daniel Larsen','ASIAN HANDICAP',2.91,748.984773,100
'Darijo Belic','ASIAN HANDICAP',3.06,748.984773,100
'Darijo Belic','OVER / UNDER',2.86,748.984773,100
'Darijo Belic','OVER / UNDER',3.01,748.984773,100
'Eli Pickard','ASIAN HANDICAP',3,748.984773,100
'Frankie Geary','OVER / UNDER',2.75,748.984773,20
'Frankie Geary','OVER / UNDER',2.7,1767.418542,100
'Frankie Geary','OVER / UNDER',2.8,1769.126934,100
'Gabriel Elias','MATCH ODDS',1.98,748.984773,80
'Gabriel Elias','MATCH ODDS',3.5,210.02033,60
'Gabriel Elias','MATCH ODDS',3.5,210.02033,60
'Gabriel Elias','MATCH ODDS',3.4,210.02033,60
'Gabriel Elias','MATCH ODDS',3.4,210.02033,60
'Hubert Tisci','OVER / UNDER',2.9,1772.071806,60
'Hubert Tisci','OVER / UNDER',2.83,1771.869012,80
'Jeremy Price','ASIAN HANDICAP',2.99,748.984773,100
'Radek Kovar','OVER / UNDER',2.84,1771.695382,100
'Radek Kovar','OVER / UNDER',2.89,1772.232992,100
'Radek Kovar','OVER / UNDER',3.02,1766.774889,100
'Robert Volkan','ASIAN HANDICAP',3,748.984773,100
'Robert Volkan','MATCH ODDS',2.63,748.984773,100
'Silvio Bonatti','ASIAN HANDICAP',3.08,748.984773,100
'Sony Luiz','ASIAN HANDICAP',3,748.984773,100
'Sony Luiz','ASIAN HANDICAP',2.86,748.984773,100
'Sony Luiz','MATCH ODDS',3.1,1192.693617,100
'Jeremy Price','MATCH ODDS',2.42,1753.360257,100
'Jason Mills','MATCH ODDS',2.38,1751.695256,60
'Jeremy Price','MATCH ODDS',2.61,417.628894,100
'Achille Piecheur','MATCH ODDS',3.2,1715.279787,100
'Sony Luiz','MATCH ODDS',3.2,1715.279787,80
'Anton Ebdon','MATCH ODDS',3.25,1715.260137,60
'Gabriel Elias','MATCH ODDS',3.2,1715.279787,60
'Jeremy Price','ASIAN HANDICAP',3.25,2007.097413,100
'Jeremy Price','ASIAN HANDICAP',3.2,2048.302687,100
'Sony Luiz','MATCH ODDS',3.25,1715.260137,80
'Sony Luiz','MATCH ODDS',3.21,1715.279787,80
'Sony Luiz','MATCH ODDS',3.3,1715.260137,80
'Charlie Bryson','OVER / UNDER',2.93,1771.797239,80
'Hubert Tisci','OVER / UNDER',2.93,1771.797239,60
'Sony Luiz','MATCH ODDS',3.3,1715.260137,80
'Amar Sidran','OVER / UNDER',2.85,748.984773,50
'Aurelien Delon','OVER / UNDER',3.08,748.984773,100
Bettingspaintips,'ASIAN HANDICAP',2.76,748.984773,80
'Burke Ziobro','ASIAN HANDICAP',3.23,748.984773,80
'Chris Tomas','ASIAN HANDICAP',2.79,748.984773,100
'Chris Tomas','ASIAN HANDICAP',3.07,748.984773,100
'Eli Pickard','OVER / UNDER',2.92,748.984773,100
'Eli Pickard','ASIAN HANDICAP',2.99,748.984773,100
'Francesco Alinari','MATCH ODDS',1.62,748.984773,100
'Francesco Alinari','OVER / UNDER',3.41,748.984773,100
'Francesco Alinari','ASIAN HANDICAP',2.85,748.984773,100
'Frankie Geary','MATCH ODDS',2.45,748.984773,100
'Hubert Tisci','ASIAN HANDICAP',2.65,748.984773,80
'Ivan Kacic','ASIAN HANDICAP',3,748.984773,100
'Jason Mills','MATCH ODDS',8.52,748.984773,60
'Radek Kovar','OVER / UNDER',2.95,210.02033,100
'Rosario Barone','OVER / UNDER',2.86,748.984773,100
'Sony Luiz','MATCH ODDS',2.62,748.984773,80
'Sony Luiz','MATCH ODDS',3.51,748.984773,80
'Ivan Kacic','MATCH ODDS',2.12,1768.219458,100
'Sony Luiz','OVER / UNDER',3.1,1802.183151,100
'Sony Luiz','ASIAN HANDICAP',2.87,2062.618548,100
'Jeremy Price','ASIAN HANDICAP',3.06,423.807434,100
'Jeremy Price','ASIAN HANDICAP',2.93,1983.556545,100
'Sony Luiz','ASIAN HANDICAP',3.02,1333.160555,80
'Achille Piecheur','MATCH ODDS',3.44,1155.181998,100
'Anton Ebdon','MATCH ODDS',4.29,1155.181998,80
Bettingspaintips,'ASIAN HANDICAP',2.8,1277.416434,80
'Burke Ziobro','MATCH ODDS',2.12,1159.541531,80
'Burke Ziobro','ASIAN HANDICAP',3.02,1242.196228,80
'Charlie Bryson','ASIAN HANDICAP',2.85,1085.215009,80
'Chris Tomas','ASIAN HANDICAP',2.92,1277.416434,100
'Chris Tomas','MATCH ODDS',2.1,1162.117321,100
'Daniel Larsen','ASIAN HANDICAP',3.14,1332.981491,100
'Eli Pickard','ASIAN HANDICAP',2.74,1235.564505,100
'Eli Pickard','MATCH ODDS',1.95,1159.541531,100
'Francesco Alinari','MATCH ODDS',2,1159.541531,100
'Francesco Alinari','MATCH ODDS',3.2,1155.181998,100
'Francesco Alinari','ASIAN HANDICAP',4,1336.601035,100
'Francesco Alinari','ASIAN HANDICAP',4.1,1336.601035,100
'Frankie Geary','OVER / UNDER',2.8,1259.681047,80
'Frankie Geary','MATCH ODDS',2.1,1162.117321,80
'Frankie Geary','OVER / UNDER',2.85,1204.989929,80
'Gabriel Elias','MATCH ODDS',3.4,1155.181998,40
'Gabriel Elias','MATCH ODDS',3.4,1155.181998,40
'Gabriel Elias','MATCH ODDS',3.5,1155.181998,40
'Hubert Tisci','OVER / UNDER',2.74,1204.989929,80
'Hubert Tisci','ASIAN HANDICAP',2.84,1085.215009,40
'Hubert Tisci','OVER / UNDER',3.08,1260.554986,60
'Jeremy Price','ASIAN HANDICAP',2.84,1081.255947,100
'Owen Garth','MATCH ODDS',2.15,1159.541531,80
'Owen Garth','MATCH ODDS',1.72,1098.896498,80
'Rosario Barone','ASIAN HANDICAP',3.04,1332.981491,100
'Simeone Tassini','ASIAN HANDICAP',2.8,1277.416434,100
'Sony Luiz','ASIAN HANDICAP',2.76,1277.416434,80
'Sony Luiz','ASIAN HANDICAP',3,1332.981491,80
'Sony Luiz','ASIAN HANDICAP',3.03,1332.981491,80
'Daniel Larsen','ASIAN HANDICAP',3.06,1984.785696,100
'Anton Ebdon','MATCH ODDS',3.84,1155.181998,70
'Aurelien Delon','ASIAN HANDICAP',2.83,1085.215009,100
'Charlie Bryson','ASIAN HANDICAP',2.78,1085.215009,80
'Darijo Belic','MATCH ODDS',2.05,1159.541531,100
'Darijo Belic','MATCH ODDS',1.85,1098.896498,100
'Darijo Belic','MATCH ODDS',1.82,1101.472288,100
'Francesco Alinari','MATCH ODDS',3.35,1155.181998,100
'Frankie Geary','ASIAN HANDICAP',2.6,1235.564505,80
'Gabriel Elias','MATCH ODDS',3.3,1155.181998,40
'Gabriel Elias','MATCH ODDS',3.34,1155.181998,40
'Owen Garth','MATCH ODDS',2.55,1159.541531,80
'Sony Luiz','MATCH ODDS',3.3,1155.181998,80
'Sony Luiz','ASIAN HANDICAP',2.8,1277.416434,80
'Sony Luiz','MATCH ODDS',1.8,1101.472288,80
'Sony Luiz','MATCH ODDS',3.34,1155.181998,80
'Ivan Kacic','ASIAN HANDICAP',2.97,2080.066633,100
'Jeremy Price','ASIAN HANDICAP',4.37,2016.878121,100
'Jeremy Price','ASIAN HANDICAP',3.26,1986.104513,100
'Gabriel Elias','MATCH ODDS',2,1743.624389,60
'Chris Tomas','MATCH ODDS',2.2,1757.586358,100
'Francesco Alinari','MATCH ODDS',1.7,1764.37837,100
'Eli Pickard','MATCH ODDS',2,1769.94531,100
'Achille Piecheur','MATCH ODDS',3.12,219.694724,100
'Sony Luiz','MATCH ODDS',3.12,219.694724,80
'Gabriel Elias','MATCH ODDS',3.28,1715.260137,50
'Gabriel Elias','MATCH ODDS',3.43,1715.260137,40
'Gabriel Elias','MATCH ODDS',3.5,1715.13114,60
Knipser,'ASIAN HANDICAP',2.94,2008.084771,100
'Chris Tomas','ASIAN HANDICAP',3.05,1969.446313,100
'Gabriel Elias','MATCH ODDS',3.21,1715.279787,50
'Rosario Barone','OVER / UNDER',2.83,1711.403868,100
'Gabriel Elias','MATCH ODDS',3.12,1715.279787,50
'Sony Luiz','MATCH ODDS',3.02,1715.281486,80
'Achille Piecheur','MATCH ODDS',2.93,1715.400731,100
'Achille Piecheur','MATCH ODDS',1.91,1774.286217,100
'Achille Piecheur','MATCH ODDS',3.2,1715.279787,100
'Amar Sidran','ASIAN HANDICAP',2.87,437.988371,50
'Anton Ebdon','MATCH ODDS',3.6,1715.13114,70
'Anton Ebdon','MATCH ODDS',3.66,1715.13114,70
'Francesco Alinari','MATCH ODDS',3.2,1715.279787,100
'Frankie Geary','OVER / UNDER',2.85,1771.690616,80
'Owen Garth','MATCH ODDS',3.1,1738.539212,80
'Owen Garth','MATCH ODDS',2.3,387.05271,80
'Owen Garth','MATCH ODDS',1.85,1770.619829,80
'Sony Luiz','MATCH ODDS',2.98,1715.400731,80
'Sony Luiz','MATCH ODDS',2.98,1715.400731,80
'Sony Luiz','MATCH ODDS',3.04,1715.281486,80
'Anton Ebdon','MATCH ODDS',3.66,423.464498,60
'Anton Ebdon','MATCH ODDS',3.7,1712.721979,60
'Aurelien Delon','OVER / UNDER',3.11,1766.64549,100
'Charlie Bryson','OVER / UNDER',2.87,1772.232992,80
'Eduardo Borrero','ASIAN HANDICAP',2.8,1967.819209,80
'Frankie Geary','MATCH ODDS',2,1769.94531,80
'Frankie Geary','OVER / UNDER',2.8,1769.126934,80
'Hubert Tisci','OVER / UNDER',2.99,1766.786719,80
'Ivan Kacic','ASIAN HANDICAP',2.85,2062.40456,100
'Robert Volkan','ASIAN HANDICAP',3.12,1995.532921,100
'Francesco Alinari','MATCH ODDS',3.6,1740.113854,100
'Owen Garth','MATCH ODDS',2.5,210.02033,80
'Achille Piecheur','MATCH ODDS',1.93,1774.118741,100
'Silvio Bonatti','ASIAN HANDICAP',2.94,2000.906942,100
'Anton Ebdon','MATCH ODDS',3.4,1715.260137,60
'Hubert Tisci','OVER / UNDER',2.79,1768.690222,60
'Achille Piecheur','ASIAN HANDICAP',2.96,1947.830462,100
'Anton Ebdon','MATCH ODDS',3.49,1715.13114,60
'Jason Mills','MATCH ODDS',2.3,1751.456954,60
'Sony Luiz','MATCH ODDS',3.4,1715.260137,100
'Sony Luiz','MATCH ODDS',3.03,1715.281486,100
'Sony Luiz','MATCH ODDS',2.96,1715.400731,100
'Anton Ebdon','MATCH ODDS',3.3,1715.260137,60
'Jason Mills','MATCH ODDS',2.15,1767.648998,60
'Anton Ebdon','MATCH ODDS',3.51,1715.13114,60
'Jason Mills','MATCH ODDS',1.83,1770.783127,60
'Jason Mills','MATCH ODDS',5,1737.225821,60
'Jason Mills','MATCH ODDS',3.3,1740.242852,60
'Jason Mills','MATCH ODDS',2.55,1743.973328,60
'Anton Ebdon','MATCH ODDS',3.18,1715.279787,60
'Achille Piecheur','OVER / UNDER',2.93,1771.797239,100
'Gabriel Elias','MATCH ODDS',3.32,1715.260137,70
'Achille Piecheur','OVER / UNDER',3.03,1766.398025,100
'Achille Piecheur','MATCH ODDS',3.27,219.694724,100
'Gabriel Elias','MATCH ODDS',3.26,347.377643,40
'Hubert Tisci','ASIAN HANDICAP',2.81,2083.314682,60
'Achille Piecheur','MATCH ODDS',2.1,1744.022408,100
'Anton Ebdon','MATCH ODDS',3.65,257.104679,60
'Anton Ebdon','MATCH ODDS',3.45,1715.13114,60
'Gabriel Elias','MATCH ODDS',3,1715.427547,60
'Rosario Barone','OVER / UNDER',3.27,1751.55274,100
'Rosario Barone','MATCH ODDS',1.65,1763.694791,100
'Simeone Tassini','MATCH ODDS',1.85,1770.619829,100
'Simeone Tassini','ASIAN HANDICAP',2.84,1979.673683,100
'Sony Luiz','MATCH ODDS',3.01,1715.281486,100
'Sony Luiz','MATCH ODDS',3,1715.427547,100
'Burke Ziobro','MATCH ODDS',3.75,1712.721979,80
'Charlie Bryson','OVER / UNDER',2.89,1793.916833,60
'Frankie Geary','ASIAN HANDICAP',2.7,1962.320545,80
'Gabriel Elias','MATCH ODDS',2.08,1771.096742,80
Knipser,'OVER / UNDER',2.85,1771.492455,100
Knipser,'ASIAN HANDICAP',2.87,2000.975625,100
Knipser,'ASIAN HANDICAP',2.98,2065.84717,100
'Achille Piecheur','MATCH ODDS',1.95,1773.342993,100
'Amar Sidran','ASIAN HANDICAP',3.03,210.02033,50
'Anton Ebdon','MATCH ODDS',4.2,1712.714041,70
'Charlie Bryson','OVER / UNDER',2.85,1807.248279,60
'Chris Tomas','MATCH ODDS',2.06,1771.100074,100
'Eli Pickard','ASIAN HANDICAP',3.15,241.763191,100
'Eli Pickard','MATCH ODDS',2,219.694724,100
'Gabriel Elias','MATCH ODDS',2.01,1768.300972,60
'Gabriel Elias','MATCH ODDS',3.3,219.694724,70
'Hubert Tisci','OVER / UNDER',2.79,1768.690222,80
'Radek Kovar','OVER / UNDER',2.88,1772.232992,100
'Radek Kovar','OVER / UNDER',2.85,241.763191,100
'Silvio Bonatti','ASIAN HANDICAP',3.12,207.67219,100
'Sony Luiz','MATCH ODDS',1.96,1773.165429,100
'Christopher Silenos','ASIAN HANDICAP',2.83,440.06201,60
'Anton Ebdon','MATCH ODDS',3.26,1715.260137,60
'Anton Ebdon','MATCH ODDS',3.23,1715.279787,60
'Francesco Alinari','MATCH ODDS',3.2,1715.279787,100
'Gabriel Elias','MATCH ODDS',3.2,1715.279787,50
'Radek Kovar','OVER / UNDER',3,447.48341,100
'Chris Tomas','MATCH ODDS',1.93,1774.118741,100
'Amar Sidran','OVER / UNDER',2.99,1766.588558,40
'Gabriel Elias','MATCH ODDS',3.26,1715.260137,60
'Sony Luiz','MATCH ODDS',3.2,1715.279787,100
'Sony Luiz','MATCH ODDS',3,219.694724,100
'Eduardo Borrero','ASIAN HANDICAP',2.91,1956.925716,80
'Achille Piecheur','MATCH ODDS',1.87,219.694724,100
'Christopher Silenos','ASIAN HANDICAP',3.56,430.475201,60
'Gabriel Elias','MATCH ODDS',3.32,1715.260137,80
'Silvio Bonatti','ASIAN HANDICAP',3.02,207.67219,100
'Achille Piecheur','ASIAN HANDICAP',3.21,2059.038722,100
'Burke Ziobro','MATCH ODDS',3.25,1738.538178,80
'Frankie Geary','ASIAN HANDICAP',2.9,1956.94682,80
'Jeremy Price','ASIAN HANDICAP',2.85,1952.974239,100
'Sony Luiz','MATCH ODDS',2.75,219.694724,100
'Burke Ziobro','ASIAN HANDICAP',3.47,2003.062802,80
'Anton Ebdon','MATCH ODDS',4.32,423.464498,80
'Anton Ebdon','MATCH ODDS',3.37,1715.260137,60
'Achille Piecheur','ASIAN HANDICAP',2.75,2055.892753,100
Bettingspaintips,'ASIAN HANDICAP',2.79,1973.996474,80
'Eduardo Borrero','ASIAN HANDICAP',2.84,2062.409327,80
'Frankie Geary','MATCH ODDS',1.4,1706.745482,80
'Rosario Barone','MATCH ODDS',2.11,1768.324738,100
'Simeone Tassini','ASIAN HANDICAP',2.8,1975.847441,100
'Jason Mills','MATCH ODDS',3.38,1738.538178,60
'Anton Ebdon','MATCH ODDS',3.4,1715.260137,60
'Anton Ebdon','MATCH ODDS',3.3,1715.260137,60
'Anton Ebdon','MATCH ODDS',3.88,1712.721979,70
'Jason Mills','MATCH ODDS',4,1737.259323,60
'Anton Ebdon','MATCH ODDS',3.25,1715.260137,60
'Achille Piecheur','OVER / UNDER',2.82,241.763191,100
'Achille Piecheur','OVER / UNDER',3.27,1751.55274,100
'Eduardo Borrero','ASIAN HANDICAP',3.04,1942.99117,80
'Eli Pickard','OVER / UNDER',2.79,936.679448,100
'Gabriel Elias','MATCH ODDS',3.2,1715.279787,60
'Hubert Tisci','ASIAN HANDICAP',2.78,910.122495,60
'Anton Ebdon','MATCH ODDS',3.2,1715.279787,60
'Gabriel Elias','MATCH ODDS',3.2,1715.279787,60
'Sony Luiz','MATCH ODDS',3.2,1715.279787,100
'Achille Piecheur','MATCH ODDS',2,1769.94531,100
'Anton Ebdon','MATCH ODDS',3.7,343.058889,70
'Darijo Belic','MATCH ODDS',2.07,1771.090959,100
'Rosario Barone','MATCH ODDS',2.08,1771.096742,100
'Simeone Tassini','ASIAN HANDICAP',2.8,1979.678222,100
'Charlie Bryson','ASIAN HANDICAP',2.85,1979.668917,70
'Silvio Bonatti','MATCH ODDS',4.5,1735.648598,100
'Gabriel Elias','MATCH ODDS',3.31,1715.260137,60
'Gabriel Elias','MATCH ODDS',3.08,1715.279787,60
'Jeremy Price','ASIAN HANDICAP',3.02,423.807434,100
'Chris Tomas','MATCH ODDS',2.09,2017.209943,100
'Daniel Larsen','ASIAN HANDICAP',3.01,2539.439093,100
'Eli Pickard','ASIAN HANDICAP',2.75,2055.892753,100
'Francesco Alinari','OVER / UNDER',3.07,1767.75147,100
'Gabriel Elias','MATCH ODDS',2.21,2022.598273,80
'Hubert Tisci','OVER / UNDER',2.75,1768.601723,80
'Robert Volkan','ASIAN HANDICAP',2.95,2001.536715,100
'Rosario Barone','OVER / UNDER',3,1766.786719,100
'Rosario Barone','OVER / UNDER',3.07,1767.75147,100
'Silvio Bonatti','ASIAN HANDICAP',2.69,1975.415187,100
'Simeone Tassini','ASIAN HANDICAP',2.93,2029.756529,100
'Achille Piecheur','OVER / UNDER',2.91,241.763191,100
'Burke Ziobro','ASIAN HANDICAP',5.5,207.67219,80
'Robert Volkan','MATCH ODDS',2.4,219.694724,100
'Gabriel Elias','MATCH ODDS',1.9,1772.666024,80
'Achille Piecheur','OVER / UNDER',2.78,1768.925555,100
'Anton Ebdon','MATCH ODDS',3.01,1715.281486,60
'Chris Tomas','MATCH ODDS',1.95,1773.342993,100
'Daniel Larsen','ASIAN HANDICAP',2.82,2000.940034,100
'Eduardo Borrero','MATCH ODDS',2.2,1755.94202,80
'Gabriel Elias','MATCH ODDS',3,1715.427547,60
'Jeremy Price','ASIAN HANDICAP',2.85,1998.232235,100
'Owen Garth','MATCH ODDS',2.2,1755.94202,40
'Sony Luiz','MATCH ODDS',3,1715.427547,80
'Achille Piecheur','ASIAN HANDICAP',2.74,410.937378,100
'Achille Piecheur','ASIAN HANDICAP',3.68,392.68608,100
'Christopher Silenos','OVER / UNDER',3.05,411.102652,60
'Christopher Silenos','ASIAN HANDICAP',2.96,425.252763,60
'Gabriel Elias','MATCH ODDS',3.08,347.377643,60
'Sony Luiz','MATCH ODDS',3.08,347.377643,80
'Sony Luiz','MATCH ODDS',3.25,347.377643,80
'Charlie Bryson','OVER / UNDER',2.82,1771.869012,70
'Hubert Tisci','OVER / UNDER',2.81,1769.122395,80
'Robert Volkan','OVER / UNDER',4,1756.867964,100
'Sony Luiz','MATCH ODDS',3.35,1715.260137,80
'Achille Piecheur','MATCH ODDS',2.06,1744.659489,100
'Achille Piecheur','MATCH ODDS',2.25,1753.609423,100
'Anton Ebdon','MATCH ODDS',3.53,1715.13114,60
'Anton Ebdon','MATCH ODDS',3.22,1715.279787,60
'Anton Ebdon','MATCH ODDS',3.4,1715.260137,60
Bettingspaintips,'ASIAN HANDICAP',3.02,2064.14544,80
Bettingspaintips,'MATCH ODDS',2,1769.94531,80
'Eli Pickard','ASIAN HANDICAP',2.88,2060.100135,100
'Eli Pickard','ASIAN HANDICAP',3.15,1940.950141,100
'Gabriel Elias','MATCH ODDS',3.25,1715.260137,40
'Owen Garth','MATCH ODDS',3.2,1738.539212,80
'Silvio Bonatti','ASIAN HANDICAP',3.11,1983.050444,100
'Silvio Bonatti','ASIAN HANDICAP',3.14,207.67219,100
Bettingspaintips,'MATCH ODDS',1.91,1774.286217,80
'Jeremy Price','ASIAN HANDICAP',2.84,2082.023213,100
'Owen Garth','MATCH ODDS',3.3,1738.538178,80
'Achille Piecheur','MATCH ODDS',2.02,436.738858,100
'Amar Sidran','ASIAN HANDICAP',3.17,1948.708788,60
'Daniel Larsen','ASIAN HANDICAP',2.87,1953.427537,100
'Frankie Geary','MATCH ODDS',1.8,436.738858,80
'Gabriel Elias','MATCH ODDS',2.19,1757.586358,80
'Gabriel Elias','MATCH ODDS',2.06,1771.100074,80
'Owen Garth','MATCH ODDS',2.62,1740.824578,80
'Achille Piecheur','ASIAN HANDICAP',2.87,2062.618548,100
'Eduardo Borrero','ASIAN HANDICAP',2.83,2078.85119,80
'Christopher Silenos','MATCH ODDS',2.11,386.966519,60
'Gabriel Elias','MATCH ODDS',3.4,347.377643,60
'Anton Ebdon','MATCH ODDS',3.93,1712.731929,80
'Frankie Geary','MATCH ODDS',2.4,1751.695256,80
'Gabriel Elias','MATCH ODDS',3.14,1715.279787,60
'Owen Garth','MATCH ODDS',3.25,1738.538178,40
'Anton Ebdon','MATCH ODDS',3.3,1715.260137,60
'Ivan Kacic','ASIAN HANDICAP',2.93,2029.756529,100
'Frankie Geary','MATCH ODDS',1.8,1769.143328,80
'Rosario Barone','ASIAN HANDICAP',2.61,1966.829315,100
'Jeremy Price','ASIAN HANDICAP',3.03,1984.038524,100
'Achille Piecheur','OVER / UNDER',2.68,1495.323285,100
'Achille Piecheur','OVER / UNDER',2.75,1460.286627,100
'Anton Ebdon','MATCH ODDS',3.57,1715.13114,60
'Anton Ebdon','MATCH ODDS',3.2,1715.279787,60
'Radek Kovar','OVER / UNDER',2.93,1771.599078,100
'Frankie Geary','OVER / UNDER',2.75,447.48341,80
