@relation Records-weka.filters.unsupervised.attribute.StringToNominal-R1-1

@attribute TypeOfBet {'ASIAN HANDICAP','MATCH ODDS','OVER UNDER'}
@attribute Odds numeric
@attribute Liquidity numeric

@data
'ASIAN HANDICAP',1.97,2006.898831
'ASIAN HANDICAP',1.83,2040.81702
'ASIAN HANDICAP',2.21,1929.3497
'OVER UNDER',2.08,1633.439921
'MATCH ODDS',3.42,925.244934
'OVER UNDER',2.19,1778.348577
'OVER UNDER',1.94,1577.463
'MATCH ODDS',1.71,1765.861844
'ASIAN HANDICAP',1.89,1939.617135
'ASIAN HANDICAP',2.78,1839.820157
'MATCH ODDS',2.51,1751.020735
'ASIAN HANDICAP',2.04,1984.479698
'ASIAN HANDICAP',1.97,1871.76417
'MATCH ODDS',2.5,1755.739417
'OVER UNDER',2.01,1750.164468
'ASIAN HANDICAP',1.9,2001.168885
'ASIAN HANDICAP',1.86,2077.526208
'MATCH ODDS',1.91,1046.001602
'MATCH ODDS',3.66,1663.221922
'OVER UNDER',1.83,1690.018298
'ASIAN HANDICAP',2.03,2003.804108
'ASIAN HANDICAP',2.05,1870.848143
'MATCH ODDS',1.91,909.931638
'ASIAN HANDICAP',1.8,1807.995597
'ASIAN HANDICAP',1.81,1288.272052
'OVER UNDER',2,1073.871913
'ASIAN HANDICAP',1.88,1014.947403
'OVER UNDER',2.08,961.723971
'ASIAN HANDICAP',1.63,861.120267
'OVER UNDER',1.91,1168.43354
'OVER UNDER',1.88,1568.422314
'OVER UNDER',1.86,1771.758315
'ASIAN HANDICAP',1.8,1979.678222
'MATCH ODDS',2.1,1770.462993
'MATCH ODDS',2.1,1770.462993
'OVER UNDER',1.84,1786.35126
'ASIAN HANDICAP',1.91,2072.159445
'ASIAN HANDICAP',1.74,2076.244223
'ASIAN HANDICAP',1.81,1982.05006
'OVER UNDER',1.55,879.627308
'OVER UNDER',1.7,876.629586
'OVER UNDER',1.55,879.627308
'ASIAN HANDICAP',3.4,580.991687
'ASIAN HANDICAP',1.77,782.185637
'ASIAN HANDICAP',1.92,1848.194824
'OVER UNDER',2.4,879.94257
'ASIAN HANDICAP',1.79,1903.080757
'ASIAN HANDICAP',1.85,2066.868112
'ASIAN HANDICAP',1.83,2023.077578
'MATCH ODDS',1.78,1768.998886
'ASIAN HANDICAP',1.84,1815.97907
'ASIAN HANDICAP',1.94,1809.853109
'ASIAN HANDICAP',1.77,2016.54531
'ASIAN HANDICAP',1.75,2016.54531
'ASIAN HANDICAP',1.85,1498.081001
'ASIAN HANDICAP',2.27,1589.340671
'MATCH ODDS',2.75,1715.441059
'OVER UNDER',1.98,1575.985826
'MATCH ODDS',3.3,1713.325459
'MATCH ODDS',2.03,1769.58504
'MATCH ODDS',2.35,562.605635
'ASIAN HANDICAP',1.72,2051.061445
'OVER UNDER',1.88,1777.380988
'ASIAN HANDICAP',1.97,1989.300548
'MATCH ODDS',3.33,1708.043341
'MATCH ODDS',3.39,1663.35092
'ASIAN HANDICAP',2.09,1907.719662
'OVER UNDER',1.85,1771.690616
'ASIAN HANDICAP',1.91,2001.120256
'ASIAN HANDICAP',1.95,1057.124609
'MATCH ODDS',3.12,1547.912272
'MATCH ODDS',3.17,1547.912272
'OVER UNDER',3.1,812.963763
'ASIAN HANDICAP',1.98,1163.162031
'ASIAN HANDICAP',1.75,1897.820513
'MATCH ODDS',3.34,1367.118738
'MATCH ODDS',3.31,1367.118738
'OVER UNDER',2.2,1563.199428
'OVER UNDER',1.89,1568.422314
'ASIAN HANDICAP',1.81,1291.359875
'ASIAN HANDICAP',1.59,1067.186859
'OVER UNDER',2.9,1757.096378
'MATCH ODDS',3.87,811.284879
'ASIAN HANDICAP',1.89,929.140353
'OVER UNDER',1.81,1791.855343
'ASIAN HANDICAP',1.83,1014.748928
'OVER UNDER',2,1766.786719
'MATCH ODDS',3.39,1715.260137
'OVER UNDER',2.49,1760.676533
'ASIAN HANDICAP',1.89,1992.00234
'OVER UNDER',1.77,597.948191
'MATCH ODDS',3.4,1740.242852
'ASIAN HANDICAP',1.96,1305.943039
'OVER UNDER',1.81,1741.470575
'MATCH ODDS',3.61,1740.113854
'ASIAN HANDICAP',2.07,1984.776581
'OVER UNDER',2.13,1764.319968
'OVER UNDER',2.14,1032.436032
'MATCH ODDS',4.15,1737.248472
'ASIAN HANDICAP',1.76,1903.31609
'ASIAN HANDICAP',1.78,2016.54531
'ASIAN HANDICAP',1.85,717.047924
'ASIAN HANDICAP',1.99,1060.980754
'ASIAN HANDICAP',1.83,1962.413979
'ASIAN HANDICAP',3.1,1948.233142
'ASIAN HANDICAP',3.1,1948.233142
'ASIAN HANDICAP',1.72,2011.387422
'OVER UNDER',3,1667.364609
'OVER UNDER',1.8,1565.200993
'OVER UNDER',1.95,1579.297491
'ASIAN HANDICAP',1.75,539.546606
'ASIAN HANDICAP',1.82,525.485896
'MATCH ODDS',3.43,1547.892622
'MATCH ODDS',3.24,1367.138388
'MATCH ODDS',3.4,1367.118738
'OVER UNDER',2.13,1786.941106
'OVER UNDER',2.13,1786.941106
'OVER UNDER',2.13,1786.941106
'ASIAN HANDICAP',2.29,2045.537743
'MATCH ODDS',3.74,1660.812762
'ASIAN HANDICAP',2.07,1997.364336
'ASIAN HANDICAP',2.11,1869.107668
'OVER UNDER',1.9,1038.240224
'ASIAN HANDICAP',1.72,2073.42331
'OVER UNDER',2,1760.343432
'OVER UNDER',1.84,1757.106823
'ASIAN HANDICAP',1.86,1947.454479
'ASIAN HANDICAP',1.79,1514.852637
'OVER UNDER',1.73,1788.266149
'ASIAN HANDICAP',1.85,2071.303376
'MATCH ODDS',3.44,1367.103106
'OVER UNDER',1.83,1455.201262
'MATCH ODDS',3.37,1713.325459
'OVER UNDER',7.7,1599.601264
'ASIAN HANDICAP',2.12,1995.532921
'OVER UNDER',2.07,1637.868085
'OVER UNDER',2.41,1746.648192
'ASIAN HANDICAP',1.83,1497.364405
'ASIAN HANDICAP',1.87,1903.631834
'ASIAN HANDICAP',1.94,2078.129704
'ASIAN HANDICAP',2.02,2067.012145
'OVER UNDER',1.94,1755.49224
'ASIAN HANDICAP',1.99,2047.05958
'OVER UNDER',2.1,1609.598751
'OVER UNDER',2.11,1530.270316
'ASIAN HANDICAP',2.34,1964.904579
'ASIAN HANDICAP',2.14,1861.380719
'OVER UNDER',2.19,1654.816205
'ASIAN HANDICAP',1.77,1534.714456
'OVER UNDER',2.18,1039.959667
'ASIAN HANDICAP',1.84,1145.165123
'OVER UNDER',1.67,1798.253912
'ASIAN HANDICAP',1.99,1367.478204
'ASIAN HANDICAP',2.01,1875.285282
'ASIAN HANDICAP',1.8,1311.553567
'OVER UNDER',1.85,1794.514405
'ASIAN HANDICAP',1.79,1973.996474
'ASIAN HANDICAP',1.92,1926.443211
'ASIAN HANDICAP',2.32,1852.817182
'OVER UNDER',2.08,1759.840695
'OVER UNDER',1.91,904.539353
'OVER UNDER',1.96,1763.392879
'MATCH ODDS',1.8,1029.246245
'ASIAN HANDICAP',1.87,1082.073797
'OVER UNDER',1.5,1761.652914
'ASIAN HANDICAP',1.8,1962.162285
'ASIAN HANDICAP',1.82,1515.830396
'ASIAN HANDICAP',2.6,1275.33156
'ASIAN HANDICAP',2.27,705.43255
'ASIAN HANDICAP',1.93,2075.527043
'ASIAN HANDICAP',1.76,1720.199353
'ASIAN HANDICAP',1.82,1662.277895
'OVER UNDER',1.95,1404.655072
'MATCH ODDS',3.64,1367.103106
'ASIAN HANDICAP',1.83,1030.806673
'OVER UNDER',2.04,1687.517031
'ASIAN HANDICAP',1.9,1978.238912
'ASIAN HANDICAP',1.88,1880.929087
'ASIAN HANDICAP',1.98,1335.134087
'ASIAN HANDICAP',1.8,2042.824239
'ASIAN HANDICAP',1.72,1318.611941
'ASIAN HANDICAP',1.76,1720.199353
'ASIAN HANDICAP',3.85,1165.603064
'MATCH ODDS',1.8,750.535625
'ASIAN HANDICAP',2.63,758.238842
'OVER UNDER',1.87,1591.306417
'ASIAN HANDICAP',2,1485.295134
'ASIAN HANDICAP',1.8,1480.56439
'OVER UNDER',1.83,1640.741657
'ASIAN HANDICAP',2.36,1366.459096
'ASIAN HANDICAP',2.02,1641.919486
'MATCH ODDS',2.44,1004.816687
'MATCH ODDS',3.53,921.021356
'MATCH ODDS',3.27,921.036988
'MATCH ODDS',2.93,921.059564
'MATCH ODDS',3.09,921.056638
'MATCH ODDS',3.12,921.056638
'MATCH ODDS',3.15,921.056638
'OVER UNDER',1.8,1044.570943
'MATCH ODDS',2.63,1018.634687
'ASIAN HANDICAP',1.8,1089.397492
'ASIAN HANDICAP',1.8,1089.397492
'ASIAN HANDICAP',5.9,1090.215568
'ASIAN HANDICAP',2.91,1088.908484
'MATCH ODDS',1.75,874.88421
'OVER UNDER',2.03,1765.426107
'ASIAN HANDICAP',1.78,858.763831
'ASIAN HANDICAP',2,2068.024668
'ASIAN HANDICAP',1.98,2069.867272
'OVER UNDER',2.09,1572.400724
'ASIAN HANDICAP',2.24,2048.219876
'ASIAN HANDICAP',1.81,1998.894627
'ASIAN HANDICAP',1.83,853.86211
'OVER UNDER',1.94,1794.642665
'MATCH ODDS',2.05,884.235308
'ASIAN HANDICAP',1.77,2021.043068
'ASIAN HANDICAP',1.77,2021.043068
'ASIAN HANDICAP',1.8,2082.201382
'ASIAN HANDICAP',1.84,1198.865032
'ASIAN HANDICAP',1.84,2000.766404
'MATCH ODDS',3.28,1717.841775
'ASIAN HANDICAP',1.65,2052.078278
'ASIAN HANDICAP',1.93,1840.932888
'ASIAN HANDICAP',2.59,1869.5244
'ASIAN HANDICAP',2,1712.27833
'ASIAN HANDICAP',1.87,1498.1487
'OVER UNDER',2.07,1495.311091
'ASIAN HANDICAP',1.85,1646.568411
'ASIAN HANDICAP',2.05,1665.875353
'ASIAN HANDICAP',1.82,1596.576199
'OVER UNDER',2,1394.695444
'ASIAN HANDICAP',1.78,1623.966156
'ASIAN HANDICAP',1.88,1596.067913
'OVER UNDER',2.22,1735.652037
'OVER UNDER',12,1580.280481
'ASIAN HANDICAP',2.17,1165.039947
'ASIAN HANDICAP',6.2,1285.313247
'ASIAN HANDICAP',2.08,1291.611842
'OVER UNDER',2.33,1748.267019
'MATCH ODDS',3.41,1547.892622
'ASIAN HANDICAP',2.85,1624.134165
'ASIAN HANDICAP',1.95,1517.679358
'MATCH ODDS',1.52,1725.140187
'MATCH ODDS',3.09,1230.277728
'ASIAN HANDICAP',2.01,2003.810036
'MATCH ODDS',3.16,1091.625625
'ASIAN HANDICAP',1.8,2075.252783
'ASIAN HANDICAP',1.8,2085.215106
'OVER UNDER',3.17,1667.21685
'MATCH ODDS',4.93,1735.641372
'OVER UNDER',1.99,1766.786719
'OVER UNDER',2.76,1624.091719
'MATCH ODDS',3.4,1547.892622
'MATCH ODDS',3.52,925.229301
'MATCH ODDS',3.33,925.244934
'ASIAN HANDICAP',2.04,1996.626279
'ASIAN HANDICAP',1.95,1569.081819
'MATCH ODDS',1.73,1765.4908
'OVER UNDER',2.14,1626.311531
'OVER UNDER',2.05,1768.160699
'ASIAN HANDICAP',1.99,1996.632208
'OVER UNDER',1.9,1645.755926
'OVER UNDER',2.14,1630.158967
'ASIAN HANDICAP',2.32,2044.500577
'OVER UNDER',1.91,1700.78998
'MATCH ODDS',1.91,1026.508518
'OVER UNDER',1.92,1794.621028
'OVER UNDER',2.03,1749.775774
'ASIAN HANDICAP',1.93,2002.126419
'ASIAN HANDICAP',1.95,2068.37006
'ASIAN HANDICAP',2.06,1479.115867
'ASIAN HANDICAP',1.82,1979.673683
'ASIAN HANDICAP',1.85,2059.886148
'OVER UNDER',1.95,1772.067482
'ASIAN HANDICAP',1.97,2052.115981
'ASIAN HANDICAP',1.83,1156.252113
'ASIAN HANDICAP',1.76,1947.327768
'MATCH ODDS',1.91,1034.17651
'ASIAN HANDICAP',1.8,2000.944573
'ASIAN HANDICAP',2.26,2047.894281
'ASIAN HANDICAP',2.26,1954.384869
'ASIAN HANDICAP',1.8,1942.054756
'ASIAN HANDICAP',2.01,2075.660465
'ASIAN HANDICAP',1.89,2041.302779
'OVER UNDER',1.5,861.836682
'OVER UNDER',2,1767.554402
'MATCH ODDS',1.73,860.567811
'ASIAN HANDICAP',1.93,2001.62538
'ASIAN HANDICAP',1.77,1912.52822
'MATCH ODDS',3.31,1715.260137
'OVER UNDER',1.98,1574.013684
'MATCH ODDS',3.36,1717.841775
'OVER UNDER',1.89,1404.794501
'ASIAN HANDICAP',2.08,1603.272699
'ASIAN HANDICAP',1.76,1623.74697
'ASIAN HANDICAP',1.9,1636.621613
'ASIAN HANDICAP',2.11,1516.431668
'MATCH ODDS',3.09,1717.861426
'MATCH ODDS',2.38,859.481656
'MATCH ODDS',3.77,1710.787301
'ASIAN HANDICAP',1.75,2001.67334
'MATCH ODDS',3.27,1713.325459
'OVER UNDER',1.92,1777.029304
'ASIAN HANDICAP',2.69,1885.43524
'MATCH ODDS',1.95,1774.987331
'MATCH ODDS',3.14,1713.345109
'OVER UNDER',1.93,1771.797239
'OVER UNDER',2.01,1575.20867
'MATCH ODDS',2.01,857.425441
'MATCH ODDS',3.2,1547.912272
'MATCH ODDS',7.7,778.089103
'ASIAN HANDICAP',1.85,1992.416897
'ASIAN HANDICAP',2.12,1995.532921
'ASIAN HANDICAP',1.9,2006.620587
'OVER UNDER',1.99,1778.420713
'ASIAN HANDICAP',1.97,1978.529539
'ASIAN HANDICAP',2.56,1967.267373
'OVER UNDER',1.96,1763.656015
'OVER UNDER',1.96,1789.085461
'ASIAN HANDICAP',2.16,1989.150715
'ASIAN HANDICAP',2.17,1968.645774
'MATCH ODDS',2.04,1769.58504
'ASIAN HANDICAP',1.99,1996.632208
'ASIAN HANDICAP',1.79,1318.953664
'MATCH ODDS',1.95,914.176258
'OVER UNDER',2.28,1773.756747
'MATCH ODDS',15,1735.628795
'MATCH ODDS',3.42,1367.118738
'ASIAN HANDICAP',1.98,2065.84717
'ASIAN HANDICAP',2.63,1849.401203
'MATCH ODDS',6,1739.579322
'OVER UNDER',1.79,1752.757603
'ASIAN HANDICAP',2.14,1998.191264
'ASIAN HANDICAP',2.04,1336.447412
'ASIAN HANDICAP',1.92,1268.448108
'ASIAN HANDICAP',1.97,1276.145425
'ASIAN HANDICAP',2.03,1916.089188
'ASIAN HANDICAP',1.86,1505.886304
'MATCH ODDS',3.37,1547.892622
'ASIAN HANDICAP',2.46,2055.747138
'OVER UNDER',2.07,1767.75147
'ASIAN HANDICAP',1.89,1542.700113
'ASIAN HANDICAP',1.96,1342.085946
'ASIAN HANDICAP',1.9,2069.348438
'ASIAN HANDICAP',1.95,1979.244751
'ASIAN HANDICAP',1.74,2053.496766
'ASIAN HANDICAP',2.12,1982.945165
'ASIAN HANDICAP',1.98,1278.719357
'ASIAN HANDICAP',1.84,1148.821723
'ASIAN HANDICAP',4.4,1273.896506
'ASIAN HANDICAP',2.08,1330.909009
'ASIAN HANDICAP',1.94,1231.458458
'OVER UNDER',2.16,1570.865573
'MATCH ODDS',3.44,1367.103106
'MATCH ODDS',3.44,1367.103106
'MATCH ODDS',3.62,1367.103106
'MATCH ODDS',3.41,1367.118738
'MATCH ODDS',3.36,1367.118738
'MATCH ODDS',3.26,1367.118738
'OVER UNDER',2.31,1748.267019
'OVER UNDER',2,1696.537183
'ASIAN HANDICAP',1.87,1992.630884
'OVER UNDER',2.01,1575.20867
'OVER UNDER',1.88,1568.422314
'OVER UNDER',1.9,1756.312817
'OVER UNDER',2.05,1768.160699
'OVER UNDER',1.96,1783.545555
'MATCH ODDS',5.95,1735.628795
'ASIAN HANDICAP',1.98,2003.668709
'MATCH ODDS',3.59,1367.103106
'MATCH ODDS',10.5,1737.973354
'OVER UNDER',1.92,1772.564922
'ASIAN HANDICAP',2.09,2066.22111
'ASIAN HANDICAP',1.92,1072.188025
'ASIAN HANDICAP',2.1,2060.584047
'MATCH ODDS',2,1768.300972
'ASIAN HANDICAP',1.76,2053.37434
'MATCH ODDS',1.91,1016.045286
'ASIAN HANDICAP',2.06,1158.995302
'ASIAN HANDICAP',2.05,2064.601875
'ASIAN HANDICAP',1.75,2040.286691
'MATCH ODDS',3.26,1717.841775
'ASIAN HANDICAP',1.85,1364.931573
'ASIAN HANDICAP',1.78,931.210806
'ASIAN HANDICAP',1.88,1992.00234
'MATCH ODDS',3.42,1713.325459
'ASIAN HANDICAP',1.97,2029.202346
'ASIAN HANDICAP',1.92,1118.25746
'MATCH ODDS',3.44,1713.196461
'ASIAN HANDICAP',1.96,1163.845416
'MATCH ODDS',3.07,943.166828
'ASIAN HANDICAP',2.12,991.674402
'ASIAN HANDICAP',1.9,1316.534389
'OVER UNDER',1.75,1304.85042
'MATCH ODDS',1.91,1022.708774
'MATCH ODDS',3.16,1663.37057
'OVER UNDER',1.99,1080.505498
'OVER UNDER',2.11,1575.831135
'ASIAN HANDICAP',1.86,1903.325322
'ASIAN HANDICAP',2.9,1256.491517
'MATCH ODDS',2.13,1035.259083
'ASIAN HANDICAP',1.95,2083.675045
'OVER UNDER',2.05,1667.516156
'OVER UNDER',2.05,1667.516156
'OVER UNDER',4.5,1603.224352
'MATCH ODDS',3.3,1547.892622
'ASIAN HANDICAP',1.91,1984.095007
'MATCH ODDS',2.01,1030.612081
'OVER UNDER',2.02,1738.063921
'ASIAN HANDICAP',2.16,2031.859682
'ASIAN HANDICAP',1.9,1085.221684
'MATCH ODDS',3.46,1367.103106
'ASIAN HANDICAP',1.82,1497.151121
'OVER UNDER',2.1,1789.852678
'ASIAN HANDICAP',1.82,1170.499289
'ASIAN HANDICAP',2.05,1997.773565
'ASIAN HANDICAP',1.74,2056.015179
'ASIAN HANDICAP',2.51,1855.861411
'MATCH ODDS',3.01,1738.54091
'OVER UNDER',1.83,1755.130716
'ASIAN HANDICAP',1.77,1071.71836
'ASIAN HANDICAP',1.88,1556.623802
'OVER UNDER',1.91,1168.43354
'OVER UNDER',1.85,1029.039191
'ASIAN HANDICAP',1.99,1102.146911
'ASIAN HANDICAP',2.35,2056.636324
'ASIAN HANDICAP',1.99,1907.711516
'ASIAN HANDICAP',1.95,2002.022895
'MATCH ODDS',4.12,946.633538
'ASIAN HANDICAP',2.02,1263.246415
'OVER UNDER',2.08,1120.764564
'ASIAN HANDICAP',1.7,1289.021106
'OVER UNDER',1.85,1782.444283
'ASIAN HANDICAP',2,978.349751
'ASIAN HANDICAP',1.76,1962.3502
'ASIAN HANDICAP',1.81,1903.262389
'OVER UNDER',1.78,1607.379909
'ASIAN HANDICAP',1.94,1370.98835
'MATCH ODDS',3.18,1547.912272
'ASIAN HANDICAP',1.95,946.549124
'ASIAN HANDICAP',1.92,965.552229
'ASIAN HANDICAP',2.04,950.500925
'ASIAN HANDICAP',1.97,1978.529539
'ASIAN HANDICAP',2.29,1980.479962
'OVER UNDER',1.86,1789.00896
'ASIAN HANDICAP',2.04,1997.298879
'ASIAN HANDICAP',2.12,2066.159964
'ASIAN HANDICAP',3.65,1992.641634
'ASIAN HANDICAP',1.77,2031.589179
'OVER UNDER',2,1021.63329
'ASIAN HANDICAP',1.8,1948.374203
'ASIAN HANDICAP',1.85,2062.996228
'ASIAN HANDICAP',1.98,2032.491471
'ASIAN HANDICAP',2,2065.158497
'ASIAN HANDICAP',2,2065.158497
'ASIAN HANDICAP',1.87,2083.350273
'OVER UNDER',1.95,1272.685796
'MATCH ODDS',1.75,1032.597448
'MATCH ODDS',2.1,1016.348995
'ASIAN HANDICAP',1.92,1636.433034
'ASIAN HANDICAP',2.01,1596.959156
'ASIAN HANDICAP',2.16,1989.982895
'MATCH ODDS',3.44,1367.103106
'ASIAN HANDICAP',1.86,1903.325322
'ASIAN HANDICAP',1.86,1903.325322
'ASIAN HANDICAP',1.9,1485.29958
'ASIAN HANDICAP',2.46,1436.913473
'MATCH ODDS',1.83,1170.503321
'OVER UNDER',2.34,948.432243
'ASIAN HANDICAP',1.77,1988.173134
'ASIAN HANDICAP',2.23,1055.863248
'MATCH ODDS',3.07,1230.279426
'MATCH ODDS',3.16,1230.277728
'MATCH ODDS',2.95,1230.25261
'MATCH ODDS',3.35,1091.605975
'OVER UNDER',2.13,1756.403411
'MATCH ODDS',3.11,1091.625625
'OVER UNDER',1.88,1794.738754
'ASIAN HANDICAP',2.19,2052.184335
'MATCH ODDS',3.54,1715.13114
'OVER UNDER',2.03,1741.623933
'OVER UNDER',1.86,1740.201768
'ASIAN HANDICAP',1.68,1886.131204
'OVER UNDER',1.86,1793.442156
'OVER UNDER',1.92,1802.071676
'OVER UNDER',2.3,1770.681146
'OVER UNDER',1.74,1805.107971
'ASIAN HANDICAP',2.86,2038.435501
'ASIAN HANDICAP',5.4,2016.35533
'ASIAN HANDICAP',1.76,2018.581825
'OVER UNDER',2.05,1580.934568
'ASIAN HANDICAP',2.08,1784.284342
'MATCH ODDS',2.21,1753.409356
'ASIAN HANDICAP',1.71,1990.941853
'MATCH ODDS',3.49,1713.196461
'OVER UNDER',2.65,1570.823066
'ASIAN HANDICAP',1.78,1622.770164
'ASIAN HANDICAP',2.05,1686.497484
'ASIAN HANDICAP',1.87,1644.987016
'ASIAN HANDICAP',2.11,1743.346353
'ASIAN HANDICAP',2.37,1724.587502
'ASIAN HANDICAP',1.95,2052.240479
'ASIAN HANDICAP',1.79,947.629599
'ASIAN HANDICAP',1.99,1068.582477
'MATCH ODDS',4.2,1735.656987
'ASIAN HANDICAP',2.38,1273.83219
'ASIAN HANDICAP',2.01,1141.036745
'ASIAN HANDICAP',1.98,2025.449242
'MATCH ODDS',3.48,1547.876989
'MATCH ODDS',3.28,1230.258077
'MATCH ODDS',3.32,1230.258077
'ASIAN HANDICAP',2.05,1975.527779
'OVER UNDER',2.2,1754.165825
'OVER UNDER',2.23,1751.83438
'ASIAN HANDICAP',1.99,1697.792517
'MATCH ODDS',1.73,1009.010745
'MATCH ODDS',3.14,947.479831
'MATCH ODDS',3.04,947.48153
'ASIAN HANDICAP',1.84,1998.894627
'OVER UNDER',2.23,1745.428022
'ASIAN HANDICAP',1.75,1088.726507
'OVER UNDER',1.93,1793.481081
'ASIAN HANDICAP',1.8,1169.273399
'ASIAN HANDICAP',1.8,1903.266928
'ASIAN HANDICAP',2.11,1960.567511
'ASIAN HANDICAP',1.95,2067.708697
'OVER UNDER',1.82,1807.426675
'ASIAN HANDICAP',1.84,2076.647823
'ASIAN HANDICAP',1.78,2072.74681
'OVER UNDER',1.6,864.64779
'ASIAN HANDICAP',1.7,1892.657959
'ASIAN HANDICAP',1.85,2000.761638
'OVER UNDER',1.8,1793.023487
'ASIAN HANDICAP',2,1980.928481
'ASIAN HANDICAP',1.89,1990.173965
'ASIAN HANDICAP',1.86,1994.664923
'MATCH ODDS',3.21,1717.861426
'ASIAN HANDICAP',1.89,1913.256634
'ASIAN HANDICAP',1.98,1735.30859
'ASIAN HANDICAP',1.92,1636.433034
'OVER UNDER',5.6,1633.626759
'OVER UNDER',2.38,1647.821364
'MATCH ODDS',2.5,773.700785
'ASIAN HANDICAP',1.8,791.759308
'ASIAN HANDICAP',1.99,836.724459
'ASIAN HANDICAP',2.08,1998.974227
'ASIAN HANDICAP',1.83,2060.064544
'MATCH ODDS',3.43,1547.892622
'MATCH ODDS',3.52,1547.876989
'ASIAN HANDICAP',2.25,1879.773945
'ASIAN HANDICAP',1.74,998.123352
'OVER UNDER',1.6,851.251314
'OVER UNDER',1.97,1574.343119
'ASIAN HANDICAP',2,1006.491054
'MATCH ODDS',3.29,1230.258077
'MATCH ODDS',3.21,1230.277728
'ASIAN HANDICAP',2.05,971.451199
'OVER UNDER',1.6,849.887573
'ASIAN HANDICAP',1.87,2023.113169
'ASIAN HANDICAP',1.82,571.952824
'ASIAN HANDICAP',1.8,2027.078523
'OVER UNDER',2,1721.321868
'OVER UNDER',1.78,860.837514
'ASIAN HANDICAP',1.71,917.340591
'MATCH ODDS',3.31,947.460181
'ASIAN HANDICAP',1.8,1148.13221
'OVER UNDER',2.08,852.512497
'ASIAN HANDICAP',1.91,972.004153
'OVER UNDER',2.04,1788.383928
'ASIAN HANDICAP',1.98,1923.768237
'MATCH ODDS',3.67,1713.196461
'OVER UNDER',2.04,1758.195822
'OVER UNDER',2.04,1494.426026
'MATCH ODDS',3.56,1367.103106
'OVER UNDER',2.05,1410.620404
'ASIAN HANDICAP',2.07,1943.81396
'MATCH ODDS',4,884.74763
'OVER UNDER',1.81,1607.576749
'ASIAN HANDICAP',1.8,1965.941903
'MATCH ODDS',1.96,1035.075625
'ASIAN HANDICAP',1.82,2023.077578
'OVER UNDER',1.88,1794.957788
'MATCH ODDS',3.27,1715.260137
'ASIAN HANDICAP',1.9,2029.972634
'OVER UNDER',1.89,1794.948869
'ASIAN HANDICAP',1.92,2067.125543
'ASIAN HANDICAP',1.95,2029.300084
'ASIAN HANDICAP',2.12,1995.532921
'ASIAN HANDICAP',1.9,2001.168885
'ASIAN HANDICAP',1.83,2071.481772
'ASIAN HANDICAP',1.95,1921.055729
'ASIAN HANDICAP',1.73,1956.167919
'MATCH ODDS',3.06,1713.346808
'MATCH ODDS',3.41,1663.35092
'MATCH ODDS',3.5,1547.876989
'MATCH ODDS',3.48,1547.876989
'ASIAN HANDICAP',1.8,1962.691709
'OVER UNDER',2.22,1743.62308
'OVER UNDER',2.1,1802.434516
'OVER UNDER',2.02,1575.24357
'MATCH ODDS',1.84,1768.980257
'ASIAN HANDICAP',1.81,1480.559851
'ASIAN HANDICAP',1.76,1189.013761
'OVER UNDER',2.08,1034.421858
'OVER UNDER',1.76,1030.245623
'MATCH ODDS',3.11,1547.912272
'MATCH ODDS',3.45,1547.876989
'MATCH ODDS',3.35,1547.892622
'MATCH ODDS',3.31,1547.892622
'MATCH ODDS',3.46,1547.876989
'MATCH ODDS',3.38,1367.118738
'OVER UNDER',2.07,1661.825316
'OVER UNDER',2.78,1549.691312
'OVER UNDER',2.03,1575.19684
'ASIAN HANDICAP',2.1,1983.496095
'ASIAN HANDICAP',2.06,1649.98869
'MATCH ODDS',5.08,1089.157629
'OVER UNDER',1.88,1669.390943
'OVER UNDER',1.63,1729.842568
'ASIAN HANDICAP',1.92,1574.376947
'ASIAN HANDICAP',2.69,1942.106642
'ASIAN HANDICAP',1.68,2074.98212
'MATCH ODDS',3.14,1717.861426
'MATCH ODDS',2.91,1713.466053
'ASIAN HANDICAP',1.9,2071.320328
'OVER UNDER',2.02,1721.513024
'ASIAN HANDICAP',1.8,1988.738162
'MATCH ODDS',2.93,1663.491513
'ASIAN HANDICAP',2.06,1734.300913
'OVER UNDER',2.07,1761.308182
'OVER UNDER',5.75,1754.311137
'OVER UNDER',1.85,1771.690616
'MATCH ODDS',3.44,1367.103106
'MATCH ODDS',3.66,1740.113854
'ASIAN HANDICAP',2.08,1875.207221
'ASIAN HANDICAP',1.93,1876.84925
'ASIAN HANDICAP',1.93,1646.700503
'OVER UNDER',2,1028.844355
'OVER UNDER',1.98,1768.234035
'ASIAN HANDICAP',2.47,1474.070306
'ASIAN HANDICAP',2.02,2024.78711
'OVER UNDER',2.13,1799.935534
'ASIAN HANDICAP',1.9,2004.411176
'ASIAN HANDICAP',1.8,2086.834667
'MATCH ODDS',3.51,1663.221922
'MATCH ODDS',3.32,1367.118738
'ASIAN HANDICAP',2.05,1129.112483
'MATCH ODDS',3.72,1712.721979
'OVER UNDER',2.25,1774.471438
'ASIAN HANDICAP',1.92,2029.756529
'MATCH ODDS',3.72,1710.787301
'OVER UNDER',1.95,1777.354056
'ASIAN HANDICAP',1.83,1953.98148
'ASIAN HANDICAP',1.94,1954.303699
'MATCH ODDS',3.44,1547.876989
'ASIAN HANDICAP',1.82,976.441502
'OVER UNDER',5.75,1009.264118
'OVER UNDER',1.78,1030.079891
