@relation Records-weka.filters.unsupervised.attribute.StringToNominal-R1-1

@attribute TypeOfBet {'ASIAN HANDICAP','MATCH ODDS','OVER UNDER'}
@attribute Odds numeric
@attribute Liquidity numeric

@data
'OVER UNDER',1.87,976.370265
'MATCH ODDS',2.2,934.099418
'ASIAN HANDICAP',1.71,1110.502801
'ASIAN HANDICAP',1.9,1115.254211
'MATCH ODDS',1.53,1728.780999
'ASIAN HANDICAP',2.28,1891.698575
'MATCH ODDS',2,703.509554
'ASIAN HANDICAP',2.07,1644.406749
'MATCH ODDS',2.11,1183.600481
'ASIAN HANDICAP',2.07,1275.658357
'ASIAN HANDICAP',1.63,1913.345223
'ASIAN HANDICAP',1.82,900.896197
'ASIAN HANDICAP',2.08,866.116215
'ASIAN HANDICAP',2.08,818.701434
'OVER UNDER',1.93,1765.299909
'ASIAN HANDICAP',1.83,1063.942409
'ASIAN HANDICAP',1.93,1351.850282
'ASIAN HANDICAP',2.16,1275.862936
'ASIAN HANDICAP',2.25,1010.60135
'ASIAN HANDICAP',1.88,1089.886406
'ASIAN HANDICAP',1.82,1251.232751
'ASIAN HANDICAP',1.83,1973.610947
'ASIAN HANDICAP',1.95,1270.684642
'ASIAN HANDICAP',1.86,1531.567694
'OVER UNDER',2.07,1033.186988
'ASIAN HANDICAP',1.96,2072.485421
'ASIAN HANDICAP',2.11,2064.648659
'OVER UNDER',1.66,1573.531323
'OVER UNDER',2.03,1789.130974
'OVER UNDER',1.82,1794.601961
'OVER UNDER',5.34,1722.971648
'OVER UNDER',1.91,1554.423058
'OVER UNDER',1.78,1806.95223
'OVER UNDER',1.72,1757.532538
'ASIAN HANDICAP',1.78,1934.355249
'ASIAN HANDICAP',1.79,1997.880302
'ASIAN HANDICAP',2.01,1973.696175
'OVER UNDER',1.95,1807.562039
'OVER UNDER',1.9,1794.577567
'ASIAN HANDICAP',2.05,1923.20789
'ASIAN HANDICAP',2.35,1992.568441
'ASIAN HANDICAP',1.88,1992.00234
'ASIAN HANDICAP',1.71,940.391596
'ASIAN HANDICAP',1.82,1176.27038
'ASIAN HANDICAP',1.9,1813.240454
'ASIAN HANDICAP',1.91,1912.267083
'ASIAN HANDICAP',1.86,1868.294786
'ASIAN HANDICAP',1.9,2024.321832
'MATCH ODDS',1.8,1711.479039
'OVER UNDER',2.01,1261.206475
'ASIAN HANDICAP',1.88,2022.484624
'OVER UNDER',1.78,1759.92049
'OVER UNDER',2.4,1739.944404
'ASIAN HANDICAP',1.84,1998.237001
'ASIAN HANDICAP',1.97,1958.592553
'MATCH ODDS',1.5,1675.032545
'ASIAN HANDICAP',1.98,1976.895213
'ASIAN HANDICAP',1.86,1911.727759
'ASIAN HANDICAP',2.09,1525.560554
'ASIAN HANDICAP',2.22,1173.671477
'ASIAN HANDICAP',1.8,1962.162285
'ASIAN HANDICAP',1.67,1932.595232
'ASIAN HANDICAP',1.98,1998.32801
'ASIAN HANDICAP',1.76,2043.130181
'ASIAN HANDICAP',1.81,1116.208539
'OVER UNDER',2.02,1757.534003
'ASIAN HANDICAP',1.9,1224.561768
'OVER UNDER',1.97,1401.345977
'ASIAN HANDICAP',2.11,1542.02727
'ASIAN HANDICAP',1.81,1343.414398
'ASIAN HANDICAP',1.83,1293.369073
'ASIAN HANDICAP',2.19,1938.366309
'ASIAN HANDICAP',2.05,1233.058536
'ASIAN HANDICAP',1.68,653.278844
'ASIAN HANDICAP',2.75,2041.693531
'MATCH ODDS',2.5,864.13686
'ASIAN HANDICAP',1.98,1074.070887
'ASIAN HANDICAP',1.73,1902.076498
'ASIAN HANDICAP',1.76,2072.289441
'ASIAN HANDICAP',1.62,1843.071748
'OVER UNDER',1.9,1803.110692
'ASIAN HANDICAP',1.92,1228.491666
'ASIAN HANDICAP',2.59,1206.326483
'ASIAN HANDICAP',2.06,1224.141401
'ASIAN HANDICAP',2.44,1941.511629
'ASIAN HANDICAP',2.62,1094.036401
'ASIAN HANDICAP',2.05,2003.34198
'OVER UNDER',3.27,1725.750298
'ASIAN HANDICAP',1.91,2086.911688
'ASIAN HANDICAP',2.56,1621.157499
'MATCH ODDS',2.63,1421.072108
'ASIAN HANDICAP',1.7,1857.316652
'ASIAN HANDICAP',2,2062.144579
'ASIAN HANDICAP',1.84,2062.409327
'ASIAN HANDICAP',1.87,1062.803246
'ASIAN HANDICAP',1.83,1973.610947
'ASIAN HANDICAP',1.72,919.002019
'ASIAN HANDICAP',1.66,1955.431791
'MATCH ODDS',1.4,1705.101144
'ASIAN HANDICAP',1.77,2076.349184
'ASIAN HANDICAP',2.11,1066.913633
'ASIAN HANDICAP',2.08,1342.53212
'ASIAN HANDICAP',1.82,762.772454
'OVER UNDER',1.97,1554.433142
'ASIAN HANDICAP',1.93,1918.716145
'OVER UNDER',1.91,1778.416611
'ASIAN HANDICAP',1.73,1891.798888
'MATCH ODDS',1.95,761.90537
'ASIAN HANDICAP',1.91,1342.795589
'ASIAN HANDICAP',1.96,1317.858702
'ASIAN HANDICAP',1.98,1953.917664
'OVER UNDER',1.35,1478.353133
'ASIAN HANDICAP',2.03,1132.098052
'ASIAN HANDICAP',2.13,2058.913648
'ASIAN HANDICAP',1.61,1924.097918
'MATCH ODDS',1.9,1715.001734
'ASIAN HANDICAP',2.13,1949.597578
'ASIAN HANDICAP',2.02,1943.786039
'ASIAN HANDICAP',2.09,854.825806
'ASIAN HANDICAP',1.81,842.15601
'ASIAN HANDICAP',1.81,842.15601
'MATCH ODDS',2.15,859.421223
'ASIAN HANDICAP',1.83,1097.983385
'ASIAN HANDICAP',1.71,2050.822617
'ASIAN HANDICAP',1.88,1938.18506
'ASIAN HANDICAP',2.06,1724.232379
'ASIAN HANDICAP',1.81,1603.25926
'ASIAN HANDICAP',1.81,1119.064906
'ASIAN HANDICAP',1.93,2072.147973
'ASIAN HANDICAP',2.42,976.090292
'OVER UNDER',1.94,1216.641552
'OVER UNDER',2.42,1739.765876
'ASIAN HANDICAP',1.96,618.176541
'MATCH ODDS',1.74,1769.067863
'ASIAN HANDICAP',1.81,1917.970096
'MATCH ODDS',1.65,1731.391767
'ASIAN HANDICAP',1.88,1038.763427
'OVER UNDER',1.81,1033.323217
'ASIAN HANDICAP',1.89,1948.481975
'ASIAN HANDICAP',1.92,2081.873367
'ASIAN HANDICAP',2.02,1952.215934
'ASIAN HANDICAP',2.06,639.436705
'ASIAN HANDICAP',1.83,1998.410631
'ASIAN HANDICAP',1.86,1948.964231
'OVER UNDER',2.06,1106.67385
'ASIAN HANDICAP',1.98,1923.768237
'OVER UNDER',2.21,1720.961064
'ASIAN HANDICAP',1.9,1877.260208
'OVER UNDER',1.6,1730.937804
'ASIAN HANDICAP',1.71,1857.191894
'ASIAN HANDICAP',1.47,1867.104877
'ASIAN HANDICAP',1.98,1967.598455
'ASIAN HANDICAP',1.78,1995.262825
'ASIAN HANDICAP',2.03,1984.909012
'ASIAN HANDICAP',2.81,1906.419315
'ASIAN HANDICAP',1.79,1976.035356
'ASIAN HANDICAP',1.63,2035.911032
'ASIAN HANDICAP',1.83,2062.582957
'ASIAN HANDICAP',1.93,1956.75824
'ASIAN HANDICAP',2.42,1890.583309
'ASIAN HANDICAP',2.28,2058.210992
'ASIAN HANDICAP',2,1965.902653
'ASIAN HANDICAP',1.69,1895.056711
'OVER UNDER',1.88,1731.046364
'OVER UNDER',1.73,1695.45073
'ASIAN HANDICAP',1.83,2000.940034
'ASIAN HANDICAP',1.83,1949.074928
'ASIAN HANDICAP',2.05,2025.243544
'ASIAN HANDICAP',1.85,2043.482114
'OVER UNDER',2.05,1630.127407
'ASIAN HANDICAP',1.88,1929.333966
'ASIAN HANDICAP',1.94,2051.071063
'MATCH ODDS',1.85,1604.227133
'ASIAN HANDICAP',1.75,1334.587094
'MATCH ODDS',1.7,1733.719684
'OVER UNDER',2.04,1734.838097
'ASIAN HANDICAP',1.87,1909.797983
'ASIAN HANDICAP',1.75,1897.820513
'OVER UNDER',2.73,1716.113904
'ASIAN HANDICAP',2.02,1975.193483
'MATCH ODDS',2.2,1294.679169
'ASIAN HANDICAP',1.79,835.393888
'ASIAN HANDICAP',2,1308.612378
'ASIAN HANDICAP',2.25,1891.698575
'ASIAN HANDICAP',1.59,1966.176098
'OVER UNDER',1.78,1031.424837
'ASIAN HANDICAP',1.91,967.063616
'MATCH ODDS',2.9,1715.400731
'ASIAN HANDICAP',1.86,1936.957374
'MATCH ODDS',1.7,1766.022708
'ASIAN HANDICAP',2.06,2075.551661
'OVER UNDER',1.88,1265.18155
'OVER UNDER',2.07,1272.128217
'ASIAN HANDICAP',1.93,1546.453531
'ASIAN HANDICAP',2.06,1309.497344
'OVER UNDER',2.35,1082.5243
'ASIAN HANDICAP',1.74,1897.518555
'MATCH ODDS',6.2,1704.696271
'MATCH ODDS',1.7,1766.022708
'ASIAN HANDICAP',1.91,2069.299808
'ASIAN HANDICAP',1.87,2043.935412
'ASIAN HANDICAP',1.75,1897.820513
'ASIAN HANDICAP',1.86,2010.512525
'OVER UNDER',2.04,1723.344235
'MATCH ODDS',2.5,1043.504682
'ASIAN HANDICAP',1.85,2043.482114
'ASIAN HANDICAP',1.89,2041.091922
'ASIAN HANDICAP',1.61,1947.16953
'ASIAN HANDICAP',2,1965.902653
'ASIAN HANDICAP',1.78,1760.241958
'OVER UNDER',2.01,1550.897583
'OVER UNDER',2.49,1769.96423
'ASIAN HANDICAP',2.47,1975.161155
'ASIAN HANDICAP',2.01,2024.793038
'ASIAN HANDICAP',2.09,2023.887918
'MATCH ODDS',1.53,1730.425337
'ASIAN HANDICAP',2.01,1184.433138
'ASIAN HANDICAP',1.78,2055.892753
'ASIAN HANDICAP',1.84,1461.449295
'ASIAN HANDICAP',1.89,1948.481975
'ASIAN HANDICAP',1.92,694.360698
'ASIAN HANDICAP',2.4,1855.39442
'ASIAN HANDICAP',2.49,1853.110986
'ASIAN HANDICAP',1.89,1967.71726
'OVER UNDER',2.12,1760.096923
'OVER UNDER',1.79,1762.13089
'ASIAN HANDICAP',1.79,2086.88568
'OVER UNDER',1.73,1775.256555
'MATCH ODDS',1.54,1730.362719
'ASIAN HANDICAP',1.96,1269.642589
'ASIAN HANDICAP',1.81,1138.526359
'ASIAN HANDICAP',1.64,2032.111177
'ASIAN HANDICAP',2.23,1844.110093
'OVER UNDER',2.17,1060.836653
'ASIAN HANDICAP',2.15,1177.628714
'OVER UNDER',2.85,1705.272262
'ASIAN HANDICAP',2.05,1997.773565
'OVER UNDER',2.04,1664.560307
'OVER UNDER',1.56,1733.647924
'MATCH ODDS',1.9,574.334621
'ASIAN HANDICAP',1.72,2051.061445
'ASIAN HANDICAP',1.72,2051.061445
'OVER UNDER',1.75,1791.864896
'ASIAN HANDICAP',1.74,1976.070516
'ASIAN HANDICAP',2.25,1987.777376
'ASIAN HANDICAP',1.71,1972.180766
'ASIAN HANDICAP',1.94,1238.320069
'ASIAN HANDICAP',1.97,1232.128702
'OVER UNDER',2.32,1043.6439
'ASIAN HANDICAP',2.08,2063.013625
'ASIAN HANDICAP',1.79,1931.474415
'ASIAN HANDICAP',1.78,1897.820513
'ASIAN HANDICAP',1.93,1013.52853
'OVER UNDER',1.91,1762.809723
'OVER UNDER',2.02,1760.331602
'ASIAN HANDICAP',1.68,1932.093352
'ASIAN HANDICAP',1.89,1936.635342
'ASIAN HANDICAP',2.12,1951.816551
'OVER UNDER',3.77,1523.595049
'OVER UNDER',2.28,1742.078209
'ASIAN HANDICAP',1.69,2032.520869
'OVER UNDER',1.71,1775.519488
'ASIAN HANDICAP',1.64,1885.655071
'ASIAN HANDICAP',1.82,1962.027694
'MATCH ODDS',1.96,1741.688382
'ASIAN HANDICAP',2.26,1856.509685
'ASIAN HANDICAP',1.92,1998.055589
'ASIAN HANDICAP',2.01,781.649484
'ASIAN HANDICAP',1.78,762.337461
'ASIAN HANDICAP',1.79,696.438477
'MATCH ODDS',1.78,1770.643224
'ASIAN HANDICAP',1.56,1937.497927
'ASIAN HANDICAP',2.25,2046.113241
'ASIAN HANDICAP',1.93,839.033554
'ASIAN HANDICAP',1.81,1903.262389
'ASIAN HANDICAP',1.83,836.473356
'OVER UNDER',1.77,1758.928194
'OVER UNDER',1.71,1757.939248
'OVER UNDER',4.44,1522.917463
'OVER UNDER',1.81,1607.576749
'ASIAN HANDICAP',2.02,1940.369302
'OVER UNDER',2.36,1739.574979
'OVER UNDER',1.84,1807.728389
'OVER UNDER',1.71,1775.519488
'ASIAN HANDICAP',1.7,2067.606982
'ASIAN HANDICAP',2.04,2077.352358
'ASIAN HANDICAP',1.84,1888.498626
'ASIAN HANDICAP',1.96,1756.660566
'OVER UNDER',1.78,1788.362942
'OVER UNDER',1.6,1742.314146
'ASIAN HANDICAP',1.99,1967.614708
'ASIAN HANDICAP',1.87,2062.618548
'ASIAN HANDICAP',2.23,1994.112929
'ASIAN HANDICAP',1.66,2043.059165
'ASIAN HANDICAP',2.36,2044.530327
'ASIAN HANDICAP',1.68,1974.409733
'ASIAN HANDICAP',1.81,1903.262389
'OVER UNDER',2.19,1776.576847
'ASIAN HANDICAP',1.85,2062.40456
'ASIAN HANDICAP',2.33,1904.401734
'ASIAN HANDICAP',1.9,2016.339999
'OVER UNDER',2,1219.767703
'ASIAN HANDICAP',1.82,1246.587339
'ASIAN HANDICAP',2,1973.696175
'ASIAN HANDICAP',1.51,1862.969609
'ASIAN HANDICAP',1.81,1888.498626
'ASIAN HANDICAP',1.96,1918.966578
'ASIAN HANDICAP',1.73,1956.167919
'OVER UNDER',3.38,1725.911754
'ASIAN HANDICAP',1.75,1229.241578
'ASIAN HANDICAP',1.81,1903.262389
'ASIAN HANDICAP',2.07,2063.799209
'ASIAN HANDICAP',1.99,1907.711516
'ASIAN HANDICAP',1.64,1894.581498
'ASIAN HANDICAP',1.91,1945.753258
'ASIAN HANDICAP',1.91,2001.120256
'OVER UNDER',1.88,1783.805504
'ASIAN HANDICAP',2.18,1921.338338
'ASIAN HANDICAP',1.83,1929.700731
'ASIAN HANDICAP',2.06,1908.446858
'OVER UNDER',1.89,1740.676445
'OVER UNDER',1.89,1807.87304
'ASIAN HANDICAP',2.01,1996.632208
'OVER UNDER',1.89,1794.948869
'ASIAN HANDICAP',2,1984.044452
'OVER UNDER',2.02,1751.131945
'OVER UNDER',2.28,1742.256737
'ASIAN HANDICAP',2.17,1928.907447
'OVER UNDER',2.07,1028.880124
'ASIAN HANDICAP',1.91,1988.5325
'ASIAN HANDICAP',1.97,2069.600275
'ASIAN HANDICAP',1.9,1945.801888
'ASIAN HANDICAP',1.99,2024.793038
'ASIAN HANDICAP',1.75,1962.3502
'ASIAN HANDICAP',1.93,1886.270345
'ASIAN HANDICAP',1.83,1903.262389
'OVER UNDER',1.71,1757.117328
'ASIAN HANDICAP',1.88,2043.306867
'ASIAN HANDICAP',1.92,2029.756529
'ASIAN HANDICAP',2.07,1943.81396
'OVER UNDER',1.73,1789.088069
'ASIAN HANDICAP',1.88,2043.306867
'ASIAN HANDICAP',1.79,2055.820514
'ASIAN HANDICAP',1.81,2023.077578
'ASIAN HANDICAP',1.71,1981.638595
'ASIAN HANDICAP',1.95,2071.677135
'OVER UNDER',2.2,1745.71803
'ASIAN HANDICAP',2.17,1960.543394
'ASIAN HANDICAP',2.23,1891.699726
'ASIAN HANDICAP',1.69,1956.104898
'ASIAN HANDICAP',1.98,1998.32801
'ASIAN HANDICAP',1.88,1903.631834
'MATCH ODDS',1.85,1770.619829
'ASIAN HANDICAP',1.89,2021.561947
'OVER UNDER',3.08,1725.929859
'ASIAN HANDICAP',1.93,2037.011952
'ASIAN HANDICAP',1.9,2069.348438
'ASIAN HANDICAP',1.81,1158.970398
'ASIAN HANDICAP',1.93,1494.921429
'ASIAN HANDICAP',2.16,1539.161863
'OVER UNDER',2.04,1550.525035
'ASIAN HANDICAP',1.72,1972.180766
'OVER UNDER',1.72,1664.215122
'MATCH ODDS',1.63,1724.229015
'ASIAN HANDICAP',2.17,1997.756801
'ASIAN HANDICAP',1.88,1293.280962
'OVER UNDER',1.83,1669.026963
'ASIAN HANDICAP',1.61,2056.685241
'ASIAN HANDICAP',2,1996.632208
'OVER UNDER',1.95,1762.843668
'ASIAN HANDICAP',2.12,1951.816551
'ASIAN HANDICAP',1.81,1992.595293
'MATCH ODDS',1.75,1770.643224
'MATCH ODDS',2.2,1757.586358
'ASIAN HANDICAP',2.63,1920.286185
'ASIAN HANDICAP',1.81,1032.831542
'MATCH ODDS',2.22,1722.69921
'ASIAN HANDICAP',2.12,1939.969918
'OVER UNDER',2.08,1761.313965
'OVER UNDER',1.68,1647.537886
'ASIAN HANDICAP',1.71,1981.638595
'OVER UNDER',1.94,1807.626728
'ASIAN HANDICAP',2.17,1989.982895
'ASIAN HANDICAP',1.7,1892.657959
'ASIAN HANDICAP',1.85,1903.257622
'ASIAN HANDICAP',2.29,1935.787933
'ASIAN HANDICAP',1.83,2023.077578
'ASIAN HANDICAP',1.67,1886.474824
'ASIAN HANDICAP',2.14,2059.58826
'ASIAN HANDICAP',2.05,644.12659
'ASIAN HANDICAP',1.81,1531.504761
'MATCH ODDS',2,1000.646093
'ASIAN HANDICAP',1.9,1946.199761
'ASIAN HANDICAP',1.75,2055.892753
'ASIAN HANDICAP',2,2075.258388
'OVER UNDER',2.16,1660.968484
'ASIAN HANDICAP',1.81,2021.526356
'ASIAN HANDICAP',1.62,1878.413055
'ASIAN HANDICAP',2.21,2006.726289
'MATCH ODDS',3.8,1736.00002
'ASIAN HANDICAP',1.86,2022.966881
'ASIAN HANDICAP',2,2036.819691
'OVER UNDER',1.83,1409.447028
'MATCH ODDS',1.94,1741.998475
'ASIAN HANDICAP',2.07,1997.364336
'ASIAN HANDICAP',1.83,1940.319165
'ASIAN HANDICAP',2.49,1941.511629
'ASIAN HANDICAP',1.97,1138.005628
'ASIAN HANDICAP',1.86,2022.966881
'ASIAN HANDICAP',1.93,1249.72068
'ASIAN HANDICAP',1.91,2029.924004
'ASIAN HANDICAP',1.87,1167.837697
'MATCH ODDS',2.39,1749.868565
'ASIAN HANDICAP',2.36,1671.631339
'ASIAN HANDICAP',2,1678.390616
'ASIAN HANDICAP',2.04,1508.941469
'OVER UNDER',3.17,1725.751331
'OVER UNDER',2.07,1736.421231
'OVER UNDER',2.25,1395.497389
'OVER UNDER',2.3,1254.688478
'ASIAN HANDICAP',2.42,1372.289365
'ASIAN HANDICAP',1.87,1949.110519
'ASIAN HANDICAP',1.81,1491.477289
'ASIAN HANDICAP',1.99,2003.810036
'ASIAN HANDICAP',1.96,1104.947984
'ASIAN HANDICAP',1.94,1988.319187
'OVER UNDER',2.51,1743.629855
'ASIAN HANDICAP',2.56,1892.609163
'ASIAN HANDICAP',2.03,2003.804108
'ASIAN HANDICAP',2.28,1197.593974
'ASIAN HANDICAP',1.81,1010.002909
'MATCH ODDS',1.8,884.164937
'OVER UNDER',1.97,868.391917
'MATCH ODDS',2.25,1007.053357
'MATCH ODDS',2.16,884.518176
'MATCH ODDS',1.85,1014.132223
'ASIAN HANDICAP',2.19,1952.830644
'ASIAN HANDICAP',1.95,1958.690747
'ASIAN HANDICAP',1.69,1956.104898
'ASIAN HANDICAP',1.95,1988.948959
'ASIAN HANDICAP',1.85,1994.597224
'ASIAN HANDICAP',1.95,2030.339682
'OVER UNDER',2.2,1747.759467
'ASIAN HANDICAP',1.84,2022.903948
'ASIAN HANDICAP',1.86,1171.653993
'MATCH ODDS',1.85,1014.115927
'ASIAN HANDICAP',2.03,2024.096258
'MATCH ODDS',1.7,1701.950667
'MATCH ODDS',1.85,1738.033796
'ASIAN HANDICAP',1.72,1969.220439
'OVER UNDER',1.65,1537.08419
'ASIAN HANDICAP',2.29,1891.537792
'OVER UNDER',1.66,1790.696105
'OVER UNDER',1.99,1756.562457
'OVER UNDER',2.06,1614.789908
'OVER UNDER',1.8,1807.280167
'ASIAN HANDICAP',2.31,1305.970948
'ASIAN HANDICAP',1.97,1307.536189
'ASIAN HANDICAP',1.9,1070.072027
'ASIAN HANDICAP',1.49,1893.581203
'ASIAN HANDICAP',1.67,2044.887527
'OVER UNDER',2.36,1204.292336
'ASIAN HANDICAP',2.17,1977.39514
'ASIAN HANDICAP',1.79,1967.963784
'ASIAN HANDICAP',3.15,1079.099705
'ASIAN HANDICAP',1.79,1068.079901
'ASIAN HANDICAP',1.94,1912.05377
'MATCH ODDS',1.79,1765.193119
'MATCH ODDS',1.86,1022.005483
'OVER UNDER',1.91,1562.633135
'ASIAN HANDICAP',2.31,1142.733983
'ASIAN HANDICAP',2.01,1996.632208
'MATCH ODDS',1.7,1733.719684
'ASIAN HANDICAP',1.8,2023.082117
'ASIAN HANDICAP',5.1,1097.633304
'ASIAN HANDICAP',1.82,1979.673683
'ASIAN HANDICAP',1.85,1937.791566
'ASIAN HANDICAP',1.91,986.932783
'ASIAN HANDICAP',1.99,1088.070948
'ASIAN HANDICAP',1.87,1992.630884
'ASIAN HANDICAP',1.5,1820.960504
'ASIAN HANDICAP',1.66,1885.626709
'ASIAN HANDICAP',1.92,1912.099608
'ASIAN HANDICAP',1.86,1979.736616
'MATCH ODDS',2.04,1769.58504
'ASIAN HANDICAP',1.87,1903.631834
'ASIAN HANDICAP',1.81,1968.070902
'ASIAN HANDICAP',1.91,2029.924004
'MATCH ODDS',2.25,756.733717
'ASIAN HANDICAP',1.88,1232.336464
'ASIAN HANDICAP',1.95,1919.064771
'ASIAN HANDICAP',2.14,1976.808614
'ASIAN HANDICAP',1.85,1111.601052
'ASIAN HANDICAP',1.76,1986.918084
'ASIAN HANDICAP',1.6,1091.011691
'ASIAN HANDICAP',1.86,2018.710194
'ASIAN HANDICAP',1.95,1353.776294
'ASIAN HANDICAP',1.78,1126.149356
'ASIAN HANDICAP',1.93,1310.178701
'ASIAN HANDICAP',1.51,1141.815012
'ASIAN HANDICAP',2.09,1907.719662
'OVER UNDER',1.88,1794.543475
'ASIAN HANDICAP',1.71,2012.768946
'OVER UNDER',2.69,1707.407489
'ASIAN HANDICAP',1.71,1704.53444
'MATCH ODDS',1.95,1715.375836
'ASIAN HANDICAP',2.19,1894.031172
'ASIAN HANDICAP',1.98,1909.407318
'ASIAN HANDICAP',1.66,1972.41184
'ASIAN HANDICAP',1.91,2069.299808
'ASIAN HANDICAP',2.04,1907.699686
'ASIAN HANDICAP',1.77,1938.770875
'ASIAN HANDICAP',2.03,2023.05666
'MATCH ODDS',4.19,1738.008582
'OVER UNDER',1.67,1790.785328
'ASIAN HANDICAP',2.12,1915.224146
'ASIAN HANDICAP',1.91,1920.63927
'ASIAN HANDICAP',1.85,1770.243654
'ASIAN HANDICAP',2.03,1952.215934
'ASIAN HANDICAP',2.07,1953.18368
'OVER UNDER',1.77,1697.668307
'OVER UNDER',1.91,1554.423058
'ASIAN HANDICAP',1.77,1863.04716
'ASIAN HANDICAP',1.81,1985.327301
'ASIAN HANDICAP',1.83,1931.347779
'MATCH ODDS',1.95,1299.262807
'ASIAN HANDICAP',1.85,1170.815293
'ASIAN HANDICAP',1.82,1958.325352
'ASIAN HANDICAP',1.88,1868.601299
'MATCH ODDS',2.35,1720.847277
'ASIAN HANDICAP',1.81,645.390667
'OVER UNDER',2.29,1572.19584
'ASIAN HANDICAP',1.99,1323.124997
'MATCH ODDS',1.78,1011.443021
'ASIAN HANDICAP',2.42,930.738334
'ASIAN HANDICAP',1.95,1963.421174
'MATCH ODDS',2.15,1439.618061
'ASIAN HANDICAP',1.88,1967.71726
'ASIAN HANDICAP',1.74,1947.02581
'ASIAN HANDICAP',2.22,1629.354589
'OVER UNDER',1.88,1019.85589
'OVER UNDER',1.83,1690.018298
'ASIAN HANDICAP',2.12,1933.948739
'MATCH ODDS',1.83,1605.598733
'MATCH ODDS',1.86,1717.915613
'MATCH ODDS',1.76,1283.838403
'MATCH ODDS',2.45,881.901567
'ASIAN HANDICAP',1.6,1985.333939
'ASIAN HANDICAP',1.55,1918.443705
'ASIAN HANDICAP',1.76,1897.820513
'ASIAN HANDICAP',1.78,1968.007124
'ASIAN HANDICAP',1.95,2030.339682
'ASIAN HANDICAP',1.6,1365.541888
'OVER UNDER',2.03,1759.954737
'MATCH ODDS',1.65,999.658653
'ASIAN HANDICAP',1.91,1983.72402
'ASIAN HANDICAP',1.8,1797.253218
'ASIAN HANDICAP',1.81,1232.698457
'ASIAN HANDICAP',1.86,2021.415659
'ASIAN HANDICAP',1.94,1957.386577
'ASIAN HANDICAP',1.78,952.192917
'ASIAN HANDICAP',1.77,1947.327768
'ASIAN HANDICAP',2.1,656.246641
'MATCH ODDS',1.95,1774.987331
'ASIAN HANDICAP',1.92,503.373183
'ASIAN HANDICAP',1.92,1945.585783
'ASIAN HANDICAP',2.16,1946.266525
'MATCH ODDS',1.95,1774.987331
'MATCH ODDS',2.11,1769.969076
'MATCH ODDS',3,1715.427547
'ASIAN HANDICAP',2,1953.759189
'ASIAN HANDICAP',1.85,1135.61797
'ASIAN HANDICAP',2.36,2058.441624
'ASIAN HANDICAP',1.76,1930.283019
'MATCH ODDS',2.62,1737.294944
'ASIAN HANDICAP',2.2,876.534362
'ASIAN HANDICAP',1.9,1301.038383
'OVER UNDER',1.9,1669.229757
'ASIAN HANDICAP',1.91,2001.120256
'OVER UNDER',1.76,1807.103277
'ASIAN HANDICAP',2.48,1104.487567
'ASIAN HANDICAP',2.07,1293.543154
'ASIAN HANDICAP',1.83,1903.262389
'MATCH ODDS',1.83,1024.764622
'ASIAN HANDICAP',2.76,1078.42241
'ASIAN HANDICAP',1.79,1710.095302
'MATCH ODDS',1.97,857.15722
'ASIAN HANDICAP',2.2,1982.045027
'ASIAN HANDICAP',1.86,1992.484596
'ASIAN HANDICAP',1.95,2052.651426
'ASIAN HANDICAP',2.08,1996.578753
'ASIAN HANDICAP',1.78,1939.855249
'ASIAN HANDICAP',2.58,1921.639463
'ASIAN HANDICAP',1.96,1980.014334
'ASIAN HANDICAP',1.81,1949.074928
'MATCH ODDS',2.3,1753.101293
'ASIAN HANDICAP',2.04,1377.455162
'MATCH ODDS',4.2,763.195831
'MATCH ODDS',2.74,756.128914
'ASIAN HANDICAP',1.85,1936.639721
'OVER UNDER',2.81,1525.802535
'ASIAN HANDICAP',1.92,1726.634188
'ASIAN HANDICAP',1.84,1947.391547
'OVER UNDER',1.92,1043.287303
'ASIAN HANDICAP',2.12,1200.111615
'ASIAN HANDICAP',1.83,1291.359875
'OVER UNDER',1.69,1664.925685
'MATCH ODDS',1.98,1771.378116
'ASIAN HANDICAP',2.03,1940.369302
'OVER UNDER',2.08,1552.344579
'MATCH ODDS',7.66,1735.628795
'ASIAN HANDICAP',1.64,1580.524111
'ASIAN HANDICAP',1.93,1970.613759
'ASIAN HANDICAP',2.14,2058.909289
'MATCH ODDS',1.99,960.6917
'ASIAN HANDICAP',2.61,1916.673203
'ASIAN HANDICAP',1.6,499.792342
'ASIAN HANDICAP',1.97,1985.348698
'ASIAN HANDICAP',1.96,1970.717575
'OVER UNDER',1.91,1082.647887
'ASIAN HANDICAP',1.82,1222.22986
'ASIAN HANDICAP',1.81,1947.391547
'ASIAN HANDICAP',2.03,1942.99117
'ASIAN HANDICAP',1.68,498.350304
'ASIAN HANDICAP',2.01,1944.231503
'ASIAN HANDICAP',1.94,1814.582264
'ASIAN HANDICAP',1.78,1060.510532
'ASIAN HANDICAP',1.78,998.728347
'MATCH ODDS',2.2,1006.288238
'ASIAN HANDICAP',2.05,817.014567
'ASIAN HANDICAP',1.65,1885.626709
'MATCH ODDS',1.68,1763.553077
'ASIAN HANDICAP',1.81,1970.636807
'ASIAN HANDICAP',1.83,1979.673683
'ASIAN HANDICAP',2.12,1951.816551
'ASIAN HANDICAP',1.99,1973.696175
'ASIAN HANDICAP',1.83,1939.410044
